Table,Condition,Frequency
cn,cn.country_code = '[us]',40
cn,cn.country_code = '[jp]',5
cn,cn.country_code = '[de]',3
cn,cn.country_code = '[nl]',2
ct,ct.kind = 'production companies',48
ct,ct.kind = 'distributors',2
it_mi,it.info = 'countries',35
it_mi,it.info = 'genres',15
it_miidx,it.info = 'rating',33
it_miidx,it.info = 'votes',16
it_miidx,it.info = 'bottom 10 rank',1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",11
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",6
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",13
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",2
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Horror', 'Thriller')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",2
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",5
mi,"mi.info IN ('USA', 'America')",1
mi,"mi.info IN ('Drama', 'Horror')",1
mi_idx,mi_idx.info > '9.0',2
mi_idx,mi_idx.info > '6.5',6
mi_idx,mi_idx.info > '7.0',8
mi_idx,mi_idx.info > '8.0',19
mi_idx,mi_idx.info > '2.0',4
mi_idx,mi_idx.info > '5.0',4
mi_idx,mi_idx.info > '6.0',7
t,t.production_year > 2000 AND t.production_year < 2010,21
t,t.production_year > 2005 AND t.production_year < 2010,5
t,t.production_year > 2005 AND t.production_year < 2008,3
t,t.production_year > 1950 AND t.production_year < 2005,1
t,t.production_year > 2000 AND t.production_year < 2007,2
t,t.production_year > 1990 AND t.production_year < 2010,3
t,t.production_year > 1950 AND t.production_year < 2010,1
t,t.production_year > 2005 AND t.production_year < 2015,3
t,t.production_year > 2000 AND t.production_year < 2005,3
t,t.production_year > 2000 AND t.production_year < 2008,2
t,t.production_year > 1990 AND t.production_year < 2005,2
t,t.production_year > 2000 AND t.production_year < 2015,1
t,t.production_year > 1990 AND t.production_year < 2008,2
t,t.production_year > 2008 AND t.production_year < 2014,1
