Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'crew')",50
cct2,cct.kind = 'complete',14
cct2,cct.kind = 'complete+verified',36
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",21
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",5
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",23
ci,"ci.note IN ('(producer)', '(executive producer)')",1
it_mi,it.info = 'genres',17
it_mi,it.info = 'countries',33
it_miidx,it.info = 'votes',7
it_miidx,it.info = 'rating',41
it_miidx,it.info = 'top 250 rank',2
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",15
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",6
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",2
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",4
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",4
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",7
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",2
k,"k.keyword IN ('murder', 'murder-in-title')",1
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",8
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",1
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",11
mi,"mi.info IN ('Drama', 'Horror')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",14
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",3
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",5
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",2
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",3
mi,"mi.info IN ('USA', 'America')",2
mi,"mi.info IN ('Germany', 'German')",2
n,n.gender = 'm',50
t,t.production_year > 1950,6
t,t.production_year > 2000,16
t,t.production_year > 1990,8
t,t.production_year > 2009,4
t,t.production_year > 2005,11
t,t.production_year > 2010,5
