Table,Condition,Frequency
cct1,"cct1.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')",22
cct1,"cct1.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')",28
cct2,cct2.kind = 'complete',27
cct2,cct2.kind = 'complete+verified',23
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",2
ci,"ci.note IN ('(producer)', '(executive producer)', '(production assistant)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(executive producer)', '(producer)', '(executive producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(set production assistant: second unit)', '(underwater unit production supervisor)', '(executive producer) (as Robert Tapert)', '(as Sirkka-Liisa Leskinen)', '(assistant: Mr. Anderson)')",1
ci,"ci.note IN ('(co-executive producer)', '(production coordinator)', '(creator)', '(voice)', '(associate producer)')",1
ci,"ci.note IN ('(creator)', '(producer)', '(producer)', '(producer)', '(written by)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",14
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')",4
ci,"ci.note IN ('(producer)', '(executive producer)', '(producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(written by)', '(production assistant)', '(written by)', '(written by)', '(production assistant)')",1
ci,"ci.note IN ('(producer)', '(voice)', '(executive producer)', '(voice)', '(uncredited)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')",3
ci,"ci.note IN ('(production assistant)', '(producer)', '(producer)', '(producer)', '(production assistant)')",1
ci,"ci.note IN ('(production assistant)', '(executive producer)', '(executive producer)', '(writer)', '(producer)')",1
ci,"ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')",2
ci,"ci.note IN ('(voice)', '(production assistant)', '(voice)', '(voice)', '(voice)')",1
ci,"ci.note IN ('(co-executive producer)', '(co-producer)', '(producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(writer)', '(writer)', '(writer)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(producer)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(production assistant)', '(executive producer)', '(production assistant)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(writer)', '(executive producer)', '(uncredited)', '(writer)', '(uncredited)')",1
ci,"ci.note IN ('(production assistant)', '(production assistant)', '(producer)', '(producer)', '(production assistant)')",1
ci,"ci.note IN ('(producer)', '(production assistant)', '(producer)', '(production assistant)', '(executive producer)')",1
ci,"ci.note IN ('(producer)', '(archive footage)', '(archive footage)', '(producer)', '(creator)')",1
ci,"ci.note IN ('(producer)', '(writer)', '(voice)', '(producer)', '(voice)')",1
ci,"ci.note IN ('(production assistant)', '(executive producer)', '(production assistant)', '(producer)', '(producer)')",1
ci,"ci.note IN ('(producer)', '(producer)', '(uncredited)', '(voice)', '(executive producer)')",1
ci,"ci.note IN ('(writer)', '(producer)', '(writer)', '(production assistant)', '(writer)')",1
ci,"ci.note IN ('(voice)', '(uncredited)', '(uncredited)', '(voice)', '(voice)')",1
it_mi,it.info = 'countries',31
it_mi,it.info = 'genres',17
it_mi,it.info = 'release dates',2
it_miidx,it.info = 'votes distribution',14
it_miidx,it.info = 'votes',23
it_miidx,it.info = 'rating',7
it_miidx,it.info = 'top 250 rank',6
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'murder')",3
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",8
k,"k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'murder', 'female-nudity')",1
k,"k.keyword IN ('fake-death', 'cryology', 'u.s.-civil-service-commission', 'sex-with-sister', 'illegal-experimentation')",1
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",4
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'murder')",1
k,"k.keyword IN ('cave-woman', 'dragon-puppet', 'fake-parent', 'driving-a-truck-off-a-cliff', 'bandage-on-finger')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'independent-film', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('niagara-falls', 'scatterbrain', 'destruction-of-a-bridge', 'skull-and-crossbones-the-club', 'el-toro-air-base-california')",1
