Table,Condition,Frequency
it_mi,it.info = 'countries',25
it_mi,it.info = 'genres',22
it_mi,it.info = 'release dates',3
it_miidx,it.info = 'votes',25
it_miidx,it.info = 'rating',16
it_miidx,it.info = 'votes distribution',9
k,"k.keyword IN ('anal-sex', 'male-nudity', 'tv-mini-series', 'father-daughter-relationship', 'one-word-title')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')",2
k,"k.keyword IN ('murder', 'murder', 'murder', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",7
k,"k.keyword IN ('independent-film', 'independent-film', 'based-on-novel', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('surrealism', 'dog', 'male-nudity', 'father-daughter-relationship', 'surrealism')",1
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",4
k,"k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('father-daughter-relationship', 'tv-mini-series', 'father-son-relationship', 'violence', 'husband-wife-relationship')",1
k,"k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('male-nudity', 'non-fiction', 'based-on-play', 'love', 'bare-breasts')",1
k,"k.keyword IN ('bare-breasts', 'tv-mini-series', 'tv-mini-series', 'nudity', 'blood')",1
k,"k.keyword IN ('warning-light', 'strone-marten', 'artificial-womb', 'grid', 'press-conference')",1
k,"k.keyword IN ('revenge', 'oral-sex', 'bare-breasts', 'nudity', 'tv-mini-series')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'female-nudity', 'murder')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('murder', 'female-nudity', 'murder', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('murder', 'female-nudity', 'murder', 'murder', 'murder')",1
k,"k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'murder', 'murder')",3
k,"k.keyword IN ('congolese-army', 'mad-from-hunger', 'emil-weber-meek', 'gitmo-twist', 'turmoil')",1
k,"k.keyword IN ('darts', 'broke', 'birdsville-track', 'electric-garage-door', 'clopixol')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'independent-film', 'independent-film')",2
k,"k.keyword IN ('clacker', 'waiter', 'murphy-bed', 'reference-to-judas', 'kharkov-ukraine')",1
k,"k.keyword IN ('revenge', 'nudity', 'violence', 'blood', 'non-fiction')",1
k,"k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')",1
k,"k.keyword IN ('surrealism', 'bare-chested-male', 'oral-sex', 'number-in-title', 'non-fiction')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('canadian-government', 'actor-playing-multiple-roles', 'fictional-awards-show', 'operetta', 'knotty-pine-paneling')",1
k,"k.keyword IN ('family-relationships', 'oral-sex', 'revenge', 'bare-chested-male', 'friendship')",1
k,"k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'female-nudity', 'murder')",1
k,"k.keyword IN ('family-relationships', 'surrealism', 'one-word-title', 'anal-sex', 'anal-sex')",1
k,"k.keyword IN ('blood', 'sequel', 'friendship', 'non-fiction', 'police')",1
k,"k.keyword IN ('murder', 'female-nudity', 'murder', 'murder', 'female-nudity')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'based-on-novel', 'independent-film')",1
