Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')",26
cct1,"cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')",24
cct2,cct.kind = 'complete+verified',17
cct2,cct.kind = 'complete',33
ci,"ci.note IN ('(writer)', '(writer)', '(writer)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(uncredited)', '(production assistant)', '(production assistant)', '(production assistant)', '(producer)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",4
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')",6
ci,"ci.note IN ('(producer)', '(writer)', '(production assistant)', '(uncredited)', '(uncredited)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",8
ci,"ci.note IN ('(producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(producer)')",2
ci,"ci.note IN ('(producer)', '(executive producer)', '(producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(executive producer)', '(producer)', '(executive producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')",2
ci,"ci.note IN ('(uncredited)', '(executive producer)', '(uncredited)', '(uncredited)', '(uncredited)')",1
ci,"ci.note IN ('(voice: English version)', '(production assistant)', '(credit only)', '(co-executive producer)', '(voice: English version)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(producer)', '(producer)')",1
ci,"ci.note IN ('(co-executive producer)', '(co-executive producer)', '(director of photography)', '(supervising producer)', '(location manager)')",1
ci,"ci.note IN ('(producer)', '(executive producer)', '(executive producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(archive footage)', '(creator)', '(creator)', '(archive footage)', '(written by)')",1
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(production assistant)', '(written by)', '(production assistant)', '(voice)', '(production assistant)')",2
ci,"ci.note IN ('(voice)', '(voice)', '(executive producer)', '(voice)', '(executive producer)')",1
ci,"ci.note IN ('(producer)', '(production coordinator)', '(executive producer)', '(voice)', '(executive producer)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(uncredited)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(associate producer)', '(voice)', '(uncredited)', '(producer)', '(voice)')",1
ci,"ci.note IN ('(production assistant)', '(producer)', '(executive producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(voice: English version)', '(production coordinator)', '(uncredited)', '(production coordinator)', '(supervising producer)')",1
