Table,Condition,Frequency
it_mi,it.info = 'genres',12
it_mi,it.info = 'countries',38
it_miidx,it.info = 'rating',36
it_miidx,it.info = 'votes',13
it_miidx,it.info = 'bottom 10 rank',1
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",12
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",12
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",7
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",3
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",8
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",4
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",1
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",1
kt,kt.kind = 'movie',50
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",6
mi,"mi.info IN ('USA', 'America')",1
mi,"mi.info IN ('Germany', 'German')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",5
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",15
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",6
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",3
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",3
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Drama', 'Horror')",2
mi,mi.info IN ('Bulgaria'),1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi_idx,mi_idx.info < '7.0',6
mi_idx,mi_idx.info < '8.5',30
mi_idx,mi_idx.info < '3.5',6
mi_idx,mi_idx.info < '3.0',8
t,t.production_year > 1990,35
t,t.production_year > 1950,15
