Table,Condition,Frequency
cn1,cn.country_code = '[se]',5
cn1,cn.country_code = '[us]',25
cn1,cn.country_code = '[nl]',2
cn1,cn.country_code = '[dk]',7
cn1,cn.country_code = '[hu]',2
cn1,cn.country_code = '[de]',4
cn1,cn.country_code = '[co]',2
cn1,cn.country_code = '[jp]',2
cn1,cn.country_code = '[gb]',1
it1,it.info = 'votes',15
it1,it.info = 'votes distribution',20
it1,it.info = 'rating',15
it2,it.info = 'rating',14
it2,it.info = 'votes distribution',19
it2,it.info = 'votes',17
kt1,"kt.kind IN ('episode', 'video game', 'tv series', 'video movie', 'tv mini series')",1
kt1,"kt.kind IN ('tv series', 'video game', 'tv mini series', 'tv mini series', 'movie')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'tv series', 'video movie', 'tv mini series')",1
kt1,"kt.kind IN ('episode', 'tv series', 'video game', 'tv movie', 'episode')",1
kt1,"kt.kind IN ('tv series', 'episode', 'tv movie', 'video movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'tv movie', 'tv series', 'movie')",1
kt1,"kt.kind IN ('tv series', 'tv series', 'tv series', 'video movie', 'video movie')",1
kt1,"kt.kind IN ('episode', 'tv movie', 'video game', 'tv mini series', 'video game')",1
kt1,"kt.kind IN ('tv series', 'video game', 'tv series', 'tv mini series', 'movie')",1
kt1,"kt.kind IN ('tv series', 'episode', 'tv mini series', 'video movie', 'video movie')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'video movie', 'video movie', 'episode')",1
kt1,"kt.kind IN ('episode', 'episode', 'tv series', 'movie', 'tv series')",1
kt1,"kt.kind IN ('tv series', 'episode', 'tv movie', 'video movie', 'movie')",1
kt1,"kt.kind IN ('tv series', 'tv series', 'tv series', 'tv series', 'movie')",1
kt1,"kt.kind IN ('episode', 'video movie', 'tv movie', 'video movie', 'tv series')",1
kt1,"kt.kind IN ('episode', 'movie', 'video movie', 'video movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'tv movie', 'tv mini series', 'tv mini series', 'video movie')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'tv movie', 'tv movie', 'movie')",1
kt1,"kt.kind IN ('tv series', 'video game', 'tv mini series', 'video game', 'movie')",1
kt1,"kt.kind IN ('episode', 'movie', 'tv mini series', 'tv movie', 'tv series')",1
kt1,"kt.kind IN ('episode', 'video movie', 'episode', 'video movie', 'tv movie')",1
kt1,"kt.kind IN ('episode', 'episode', 'video movie', 'movie', 'episode')",1
kt1,"kt.kind IN ('episode', 'movie', 'episode', 'movie', 'tv mini series')",1
kt1,"kt.kind IN ('tv series', 'movie', 'tv movie', 'tv movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'tv mini series', 'tv series', 'tv series')",1
kt1,"kt.kind IN ('episode', 'tv movie', 'tv series', 'tv movie', 'movie')",1
kt1,"kt.kind IN ('tv series', 'movie', 'video game', 'video game', 'video movie')",1
kt1,"kt.kind IN ('episode', 'tv series', 'tv movie', 'video movie', 'video movie')",1
kt1,"kt.kind IN ('tv series', 'tv movie', 'tv movie', 'episode', 'video movie')",1
kt1,"kt.kind IN ('episode', 'episode', 'episode', 'tv mini series', 'movie')",1
kt1,"kt.kind IN ('episode', 'tv series', 'tv series', 'tv series', 'episode')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'video movie', 'tv series', 'movie')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'movie', 'tv mini series', 'tv mini series')",1
kt1,"kt.kind IN ('episode', 'video movie', 'tv mini series', 'episode', 'tv movie')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'tv mini series', 'video movie', 'tv mini series')",1
kt1,"kt.kind IN ('tv series', 'tv series', 'video game', 'tv movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'tv series', 'episode', 'video movie')",1
kt1,"kt.kind IN ('tv series', 'video game', 'tv mini series', 'video game', 'tv mini series')",1
kt1,"kt.kind IN ('episode', 'tv mini series', 'movie', 'video movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'tv movie', 'tv movie', 'tv series')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'movie', 'movie', 'video game')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'tv series', 'tv mini series', 'episode')",1
kt1,"kt.kind IN ('tv series', 'video game', 'movie', 'video game', 'video movie')",1
kt1,"kt.kind IN ('tv series', 'tv mini series', 'video game', 'tv mini series', 'video game')",1
kt1,"kt.kind IN ('tv series', 'episode', 'movie', 'episode', 'movie')",1
kt1,"kt.kind IN ('tv series', 'tv series', 'tv series', 'tv series', 'episode')",1
kt1,"kt.kind IN ('episode', 'episode', 'video game', 'tv series', 'movie')",1
kt1,"kt.kind IN ('episode', 'movie', 'tv movie', 'tv series', 'episode')",1
kt1,"kt.kind IN ('episode', 'video game', 'episode', 'tv series', 'tv series')",1
kt1,"kt.kind IN ('tv series', 'video movie', 'tv mini series', 'video game', 'tv movie')",1
kt2,"kt.kind IN ('episode', 'video movie', 'tv movie', 'tv mini series', 'episode')",1
kt2,"kt.kind IN ('movie', 'video movie', 'movie', 'video game', 'tv mini series')",1
kt2,"kt.kind IN ('movie', 'movie', 'video movie', 'tv movie', 'tv movie')",1
kt2,"kt.kind IN ('episode', 'video movie', 'movie', 'tv movie', 'tv series')",1
kt2,"kt.kind IN ('movie', 'video movie', 'tv mini series', 'movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'tv series', 'video movie', 'tv mini series', 'tv mini series')",1
kt2,"kt.kind IN ('episode', 'video movie', 'video game', 'video game', 'tv series')",1
kt2,"kt.kind IN ('episode', 'episode', 'tv mini series', 'tv mini series', 'tv movie')",1
kt2,"kt.kind IN ('movie', 'tv movie', 'tv movie', 'video movie', 'tv series')",1
kt2,"kt.kind IN ('movie', 'episode', 'tv mini series', 'tv mini series', 'video game')",1
kt2,"kt.kind IN ('movie', 'tv mini series', 'video game', 'tv movie', 'movie')",1
kt2,"kt.kind IN ('episode', 'tv series', 'tv series', 'tv movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'episode', 'tv mini series', 'tv series', 'video movie')",1
kt2,"kt.kind IN ('episode', 'tv series', 'tv movie', 'video movie', 'tv series')",1
kt2,"kt.kind IN ('episode', 'episode', 'movie', 'movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'episode', 'tv series', 'video game', 'video game')",1
kt2,"kt.kind IN ('movie', 'tv series', 'movie', 'episode', 'tv movie')",1
kt2,"kt.kind IN ('movie', 'tv movie', 'tv series', 'video movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'video movie', 'tv movie', 'tv mini series', 'video game')",1
kt2,"kt.kind IN ('episode', 'tv series', 'tv series', 'video game', 'tv series')",1
kt2,"kt.kind IN ('episode', 'tv series', 'video movie', 'video game', 'video game')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'movie', 'episode', 'video movie')",1
kt2,"kt.kind IN ('episode', 'tv series', 'episode', 'tv movie', 'video movie')",1
kt2,"kt.kind IN ('movie', 'video game', 'video movie', 'video game', 'movie')",1
kt2,"kt.kind IN ('episode', 'video movie', 'tv series', 'tv movie', 'video game')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'movie', 'video game', 'video game')",1
kt2,"kt.kind IN ('movie', 'video game', 'video movie', 'tv movie', 'episode')",1
kt2,"kt.kind IN ('episode', 'video movie', 'episode', 'video game', 'tv series')",1
kt2,"kt.kind IN ('movie', 'tv movie', 'tv series', 'tv series', 'movie')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'movie', 'movie', 'tv series')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'tv mini series', 'video game', 'video movie')",1
kt2,"kt.kind IN ('episode', 'episode', 'video game', 'tv series', 'video game')",1
kt2,"kt.kind IN ('movie', 'video movie', 'tv movie', 'video movie', 'tv series')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'movie', 'video game', 'video movie')",1
kt2,"kt.kind IN ('movie', 'video game', 'tv movie', 'movie', 'tv movie')",1
kt2,"kt.kind IN ('movie', 'video game', 'video game', 'tv series', 'episode')",1
kt2,"kt.kind IN ('movie', 'episode', 'tv mini series', 'tv series', 'tv mini series')",1
kt2,"kt.kind IN ('movie', 'movie', 'movie', 'video movie', 'tv series')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'tv mini series', 'tv movie', 'video movie')",1
kt2,"kt.kind IN ('movie', 'episode', 'movie', 'episode', 'video game')",1
kt2,"kt.kind IN ('movie', 'tv movie', 'tv movie', 'tv mini series', 'video movie')",1
kt2,"kt.kind IN ('movie', 'tv mini series', 'movie', 'tv movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'movie', 'tv series', 'video game', 'episode')",1
kt2,"kt.kind IN ('movie', 'episode', 'movie', 'movie', 'movie')",1
kt2,"kt.kind IN ('movie', 'video movie', 'video movie', 'tv series', 'movie')",1
kt2,"kt.kind IN ('episode', 'tv movie', 'movie', 'tv mini series', 'tv movie')",1
kt2,"kt.kind IN ('episode', 'movie', 'video game', 'tv mini series', 'tv series')",1
