Table,Condition,Frequency
it_mi,it.info = 'countries',20
it_mi,it.info = 'genres',28
it_mi,it.info = 'release dates',2
it_miidx,it.info = 'rating',17
it_miidx,it.info = 'votes',28
it_miidx,it.info = 'votes distribution',5
k,"k.keyword IN ('character-name-in-title', 'independent-film', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",1
k,"k.keyword IN ('based-on-play', 'number-in-title', 'number-in-title', 'number-in-title', 'number-in-title')",1
k,"k.keyword IN ('based-on-play', 'number-in-title', 'nudity', 'number-in-title', 'number-in-title')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel')",4
k,"k.keyword IN ('surrealism', 'arcade-game', 'husband-wife-relationship', 'family-relationships', 'violence')",1
k,"k.keyword IN ('based-on-play', 'number-in-title', 'number-in-title', 'based-on-play', 'number-in-title')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'female-nudity')",4
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'independent-film', 'independent-film', 'character-name-in-title')",1
k,"k.keyword IN ('nudity', 'based-on-play', 'based-on-play', 'based-on-play', 'based-on-play')",1
k,"k.keyword IN ('death', 'two-word-title', 'love', 'cult-film', 'love')",1
k,"k.keyword IN ('gun-duel', 'art-history', 'shot-in-the-butt', 'teenage-angst', 'forcefield')",1
k,"k.keyword IN ('independent-film', 'character-name-in-title', 'character-name-in-title', 'independent-film', 'independent-film')",2
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",4
k,"k.keyword IN ('murder', 'murder', 'murder', 'murder', 'murder')",7
k,"k.keyword IN ('character-name-in-title', 'independent-film', 'character-name-in-title', 'independent-film', 'character-name-in-title')",1
k,"k.keyword IN ('female-frontal-nudity', 'bare-breasts', 'tv-mini-series', 'violence', 'violence')",1
k,"k.keyword IN ('based-on-play', 'nudity', 'based-on-play', 'nudity', 'number-in-title')",1
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'independent-film', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'character-name-in-title', 'character-name-in-title', 'independent-film')",1
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'independent-film', 'character-name-in-title', 'independent-film')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('dog', 'cult-film', 'bare-breasts', 'non-fiction', 'rape')",1
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('based-on-play', 'number-in-title', 'based-on-play', 'nudity', 'number-in-title')",1
k,"k.keyword IN ('nudity', 'number-in-title', 'number-in-title', 'number-in-title', 'number-in-title')",1
k,"k.keyword IN ('independent-film', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",1
k,"k.keyword IN ('based-on-play', 'nudity', 'nudity', 'nudity', 'nudity')",1
k,"k.keyword IN ('female-frontal-nudity', 'arcade-game', 'rape', 'softcore', 'arcade-game')",1
k,"k.keyword IN ('independent-film', 'character-name-in-title', 'independent-film', 'character-name-in-title', 'independent-film')",1
k,"k.keyword IN ('sequel', 'surrealism', 'two-word-title', 'non-fiction', 'revenge')",1
k,"k.keyword IN ('non-fiction', 'family-relationships', 'tv-mini-series', 'police', 'friendship')",1
k,"k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')",1
k,"k.keyword IN ('nudity', 'based-on-play', 'nudity', 'nudity', 'number-in-title')",1
k,"k.keyword IN ('based-on-play', 'nudity', 'number-in-title', 'nudity', 'based-on-play')",1
kt,kt.kind = 'movie',19
kt,kt.kind = 'episode',21
kt,kt.kind = 'tv movie',9
kt,kt.kind = 'video movie',1
mi,"mi.info IN ('RAT:1.33 : 1', 'Drama', 'Color', 'USA', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('USA', 'Black and White', 'RAT:1.33 : 1', 'Comedy', 'PFM:35 mm')",1
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",4
mi,"mi.info IN ('OFM:35 mm', 'Mono', 'Drama', 'PFM:35 mm', 'Color')",1
mi,"mi.info IN ('Mono', 'Drama', 'OFM:35 mm', 'OFM:35 mm', 'Drama')",1
mi,"mi.info IN ('Emma Peel: What happened to the shining armor?::John Steed: It''s still at the laundry.', 'Color', 'Finland:K-14', 'According to his memoirs, future _""EastEnders"" (1985)_ (qv) star ''Shane Richie'' (qv) can be glimpsed swinging through a school fence in the opening episode.', 'UK')",1
mi,"mi.info IN ('PFM:35 mm', 'USA', 'English', 'USA', 'OFM:35 mm')",1
mi,"mi.info IN ('Pan & Scan', 'Finland:K-16', 'Available', 'Thriller', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('USA', 'USA', 'OFM:35 mm', 'RAT:1.33 : 1', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('Drama', 'Black and White', 'Drama', 'Black and White', 'Drama')",1
mi,"mi.info IN ('PCS:Spherical', 'Film', 'PCS:Spherical', 'Comedy', 'PCS:Spherical')",1
mi,"mi.info IN ('Drama', 'Drama', 'Drama', 'Drama', 'Drama')",4
mi,"mi.info IN ('Drama', 'PFM:35 mm', 'Drama', 'UK', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('Finland:19 December 1980', '''Julia Roberts (I)'' (qv) - among others - did her cameo for nothing.', 'Batman: The Riddler is loose to plague us with his criminal conundrums.', '""Tianna''s Hungarian Connection (pictorial)"". In: ""Cinema Sex-sations"" (USA), International Media Group, Inc., Vol. 1, Iss. 7, August 1993, Pg. 60-63+66, (MG)', '''Jim Henson (I)'' (qv), whose workshop provided the movie''s turtle costumes, was reportedly upset about the level of violence in the finished movie.')",1
mi,"mi.info IN ('Horror', 'RAT:2.35 : 1', 'USA:R', 'Finland:K-16', '1.33 : 1')",1
mi,"mi.info IN ('The names of the three main characters (Gaus, Roms and Brumund) together with their surname Dal make up names of places or townships in Norway - Gausdal, Romsdal and Brumunddal.', 'Color', 'Quinn: To Life Immortal... sucker.', 'USA:24 July 1974', 'Maspeth, Queens, New York City, New York, USA')",1
mi,"mi.info IN ('Drama', 'USA', 'Comedy', 'OFM:35 mm', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('Comedy', 'Short', 'UK', 'Comedy', 'Documentary')",1
mi,"mi.info IN ('PCS:Spherical', '12', 'Dolby Surround', 'Comedy', '12')",1
