Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',50
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",18
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",3
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",6
mi,"mi.info IN ('Horror', 'Thriller')",5
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",2
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('USA', 'America')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",5
mi,mi.info IN ('Bulgaria'),1
t,t.production_year > 2000,19
t,t.production_year > 1990,11
t,t.production_year > 2005,17
t,t.production_year > 1950,3
