Table,Condition,Frequency
cn,(cn.name LIKE '%Corporation%' OR cn.name LIKE '%Productions%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%America%') AND cn.country_code != '[nr]',1
cn,(cn.name LIKE '%Canada%' OR cn.name LIKE '%Film%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Path̩%' OR cn.name LIKE '%Bros%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Entertainment%' OR cn.name LIKE '%RKO%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Path̩%' OR cn.name LIKE '%Choice%') AND cn.country_code != '[cshh]',1
cn,(cn.name LIKE '%Canada%' OR cn.name LIKE '%International%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%NFB%' OR cn.name LIKE '%SWV%') AND cn.country_code != '[mt]',1
cn,(cn.name LIKE '%NFB%' OR cn.name LIKE '%Columbia%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Canada%' OR cn.name LIKE '%NFB%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%Path̩%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[ps]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Entertainment%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%StuBBorn%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%MGM%' OR cn.name LIKE '%of%') AND cn.country_code != '[lk]',1
cn,(cn.name LIKE '%American%' OR cn.name LIKE '%Bullet%') AND cn.country_code != '[vg]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%United%') AND cn.country_code != '[tm]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%Production%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Twentieth%' OR cn.name LIKE '%UIP%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%NFB%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%American%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Buena%' OR cn.name LIKE '%Film%') AND cn.country_code != '[jm]',1
cn,(cn.name LIKE '%General%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%MGM%' OR cn.name LIKE '%Universal%') AND cn.country_code != '[ma]',1
cn,(cn.name LIKE '%Metro%' OR cn.name LIKE '%Company%') AND cn.country_code != '[sv]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[so]',1
cn,(cn.name LIKE '%la%' OR cn.name LIKE '%Service%') AND cn.country_code != '[ps]',1
cn,(cn.name LIKE '%Biograph%' OR cn.name LIKE '%Movies%') AND cn.country_code != '[bz]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Universal%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Paramount%' OR cn.name LIKE '%Something%') AND cn.country_code != '[eg]',1
cn,(cn.name LIKE '%of%' OR cn.name LIKE '%Joe%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Warwick%' OR cn.name LIKE '%Entertainment%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%I%' OR cn.name LIKE '%General%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Production%' OR cn.name LIKE '%Company%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Manufacturing%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[gu]',1
cn,(cn.name LIKE '%Italiana%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Film%') AND cn.country_code != '[mv]',1
cn,(cn.name LIKE '%Ley%' OR cn.name LIKE '%General%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Universal%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Columbia%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Index%' OR cn.name LIKE '%Paramount%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Bros%' OR cn.name LIKE '%Company%') AND cn.country_code != '[eg]',1
cn,(cn.name LIKE '%Universal%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Heinz%' OR cn.name LIKE '%Metro%') AND cn.country_code != '[pf]',1
cn,(cn.name LIKE '%Vitagraph%' OR cn.name LIKE '%Film%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Pictures%' OR cn.name LIKE '%Company%') AND cn.country_code != '[md]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Company%') AND cn.country_code != '[cl]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%Universal%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Columbia%' OR cn.name LIKE '%Paramount%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%College%' OR cn.name LIKE '%and%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[us]',1
ct,ct.kind = 'distributors',25
ct,ct.kind = 'production companies',25
k,k.keyword = 'murder',9
k,k.keyword = 'sex',10
k,k.keyword = 'based-on-novel',6
k,k.keyword = 'independent-film',9
k,k.keyword = 'character-name-in-title',6
k,k.keyword = 'one-word-title',1
k,k.keyword = 'based-on-play',3
k,k.keyword = 'creator-creation-relationship',1
k,k.keyword = 'husband-wife-relationship',1
k,k.keyword = 'love',1
k,k.keyword = 'nudity',2
k,k.keyword = 'father-son-relationship',1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",10
mi,"mi.info IN ('PCS:Spherical', 'Comedy', 'Comedy', 'Comedy', 'Comedy')",1
mi,"mi.info IN ('Black and White', 'Dolby Digital', 'RAT:1.85 : 1', 'Dolby Digital', 'Black and White')",1
mi,"mi.info IN ('USA', 'Color', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('OFM:35 mm', 'OFM:35 mm', '-', 'OFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('Short', 'Short', 'Short', 'English', 'English')",1
mi,"mi.info IN ('PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm')",3
mi,"mi.info IN ('Short', 'USA', 'Color', 'USA', 'USA')",1
mi,"mi.info IN ('USA', 'USA', 'English', 'USA', 'USA')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'USA', 'Drama')",1
mi,"mi.info IN ('English', 'Color', 'Color', 'English', 'Color')",1
mi,"mi.info IN ('-', '-', '-', 'OFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('English', 'Short', 'English', 'Short', 'Short')",2
mi,"mi.info IN ('Comedy', 'PCS:Spherical', 'PCS:Spherical', 'Comedy', 'PCS:Spherical')",1
mi,"mi.info IN ('Short', 'Short', 'Short', 'English', 'Short')",1
mi,"mi.info IN ('Color', 'English', 'English', 'Color', 'Color')",1
mi,"mi.info IN ('Drama', 'Drama', 'Drama', 'Drama', 'Drama')",1
mi,"mi.info IN ('USA', 'English', 'USA', 'English', 'USA')",1
mi,"mi.info IN ('Short', 'Drama', 'English', 'Color', 'Short')",1
mi,"mi.info IN ('Color', 'Short', 'USA', 'English', 'USA')",1
mi,"mi.info IN ('PCS:Spherical', 'Comedy', 'PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical')",1
mi,"mi.info IN ('English', 'Short', 'English', 'English', 'Short')",1
mi,"mi.info IN ('USA', 'Color', 'English', 'English', 'Color')",1
mi,"mi.info IN ('Mono', 'Drama', 'Mono', 'Drama', 'Drama')",1
mi,"mi.info IN ('Crime', 'RAT:2.35 : 1', 'UK', 'Thriller', 'CLV')",1
mi,"mi.info IN ('English', 'RAT:1.33 : 1', 'Color', 'RAT:1.33 : 1', 'Drama')",1
mi,"mi.info IN ('Short', 'English', 'Black and White', 'Comedy', 'Short')",1
mi,"mi.info IN ('English', 'Short', 'Short', 'Short', 'Short')",1
mi,"mi.info IN ('USA', 'USA', 'USA', 'Color', 'USA')",1
mi,"mi.info IN ('English', 'USA', 'USA', 'USA', 'English')",1
mi,"mi.info IN ('OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('USA:Approved', 'Australia:M', 'Digital/Analog-CX', 'UK', 'UK:18')",1
mi,"mi.info IN ('Drama', 'Drama', 'Mono', 'Drama', 'Drama')",1
mi,"mi.info IN ('Color', 'English', 'English', 'English', 'Short')",1
mi,"mi.info IN ('English', 'Color', 'USA', 'English', 'USA')",1
mi,"mi.info IN ('RAT:1.85 : 1', 'RAT:1.37 : 1', 'France', 'RAT:2.35 : 1', 'Australia:M')",1
mi,"mi.info IN ('Singapore:PG', 'RAT:1.37 : 1', 'Short', 'Movie', '2')",1
mi,"mi.info IN ('English', 'Color', 'USA', 'Color', 'English')",1
t,t.production_year > 1998 AND t.production_year < 2008,1
t,t.production_year > 1934 AND t.production_year < 1967,1
t,t.production_year > 1989 AND t.production_year < 2007,1
t,t.production_year > 1956 AND t.production_year < 2003,1
t,t.production_year > 2009 AND t.production_year < 2012,1
t,t.production_year > 1941 AND t.production_year < 2007,1
t,t.production_year > 1943 AND t.production_year < 1995,1
t,t.production_year > 1967 AND t.production_year < 2009,1
t,t.production_year > 1973 AND t.production_year < 1989,1
t,t.production_year > 2002 AND t.production_year < 2010,3
t,t.production_year > 1972 AND t.production_year < 2004,1
t,t.production_year > 1947 AND t.production_year < 1955,1
t,t.production_year > 1975 AND t.production_year < 1986,1
t,t.production_year > 1935 AND t.production_year < 2011,1
t,t.production_year > 1962 AND t.production_year < 1981,1
t,t.production_year > 1959 AND t.production_year < 2010,1
t,t.production_year > 1946 AND t.production_year < 2010,1
t,t.production_year > 1989 AND t.production_year < 1999,1
t,t.production_year > 1963 AND t.production_year < 2002,1
t,t.production_year > 1913 AND t.production_year < 2017,1
t,t.production_year > 1995 AND t.production_year < 2004,1
t,t.production_year > 1977 AND t.production_year < 2009,1
t,t.production_year > 1979 AND t.production_year < 1990,1
t,t.production_year > 1947 AND t.production_year < 1997,1
t,t.production_year > 1960 AND t.production_year < 1980,1
t,t.production_year > 1991 AND t.production_year < 2011,1
t,t.production_year > 1952 AND t.production_year < 2012,1
t,t.production_year > 1990 AND t.production_year < 2010,1
t,t.production_year > 1940 AND t.production_year < 2005,1
t,t.production_year > 1891 AND t.production_year < 1993,1
t,t.production_year > 1961 AND t.production_year < 1972,1
t,t.production_year > 1988 AND t.production_year < 2008,1
t,t.production_year > 1912 AND t.production_year < 2019,1
t,t.production_year > 1941 AND t.production_year < 2012,1
t,t.production_year > 1921 AND t.production_year < 2002,1
t,t.production_year > 1977 AND t.production_year < 2002,1
t,t.production_year > 1942 AND t.production_year < 2005,1
t,t.production_year > 1983 AND t.production_year < 2007,1
t,t.production_year > 1992 AND t.production_year < 1993,1
t,t.production_year > 1994 AND t.production_year < 2002,1
t,t.production_year > 1935 AND t.production_year < 2001,1
t,t.production_year > 1940 AND t.production_year < 2003,1
t,t.production_year > 1915 AND t.production_year < 2011,1
t,t.production_year > 1993 AND t.production_year < 2001,1
t,t.production_year > 1928 AND t.production_year < 2000,1
t,t.production_year > 1890 AND t.production_year < 1945,1
t,t.production_year > 2006 AND t.production_year < 2008,1
t,t.production_year > 1986 AND t.production_year < 2012,1
