Table,Condition,Frequency
ci,ci.note LIKE '%r%' AND ci.note LIKE '%d%',1
ci,ci.note LIKE '%as%' AND ci.note LIKE '%t%',2
ci,ci.note LIKE '%u%' AND ci.note LIKE '%o%',1
ci,ci.note LIKE '%p%' AND ci.note LIKE '%u%',2
ci,ci.note LIKE '%version%' AND ci.note LIKE '%r%',1
ci,ci.note LIKE '%p%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%r%' AND ci.note LIKE '%voice%',1
ci,ci.note LIKE '%i%' AND ci.note LIKE '%as%',2
ci,ci.note LIKE '%r%' AND ci.note LIKE '%o%',2
ci,ci.note LIKE '%u%' AND ci.note LIKE '%credit%',1
ci,ci.note LIKE '%assistant%' AND ci.note LIKE '%v%',1
ci,ci.note LIKE '%voice%' AND ci.note LIKE '%as%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%archive%',1
ci,ci.note LIKE '%e%' AND ci.note LIKE '%u%',1
ci,ci.note LIKE '%d%' AND ci.note LIKE '%only%',1
ci,ci.note LIKE '%d%' AND ci.note LIKE '%u%',1
ci,ci.note LIKE '%t%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%Cendese%' AND ci.note LIKE '%i%',1
ci,ci.note LIKE '%Adrian%' AND ci.note LIKE '%d%',1
ci,ci.note LIKE '%r%' AND ci.note LIKE '%u%',1
ci,ci.note LIKE '%v%' AND ci.note LIKE '%r%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%footage%',1
ci,ci.note LIKE '%a%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%d%' AND ci.note LIKE '%i%',2
ci,ci.note LIKE '%s%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%c%',1
ci,ci.note LIKE '%executive%' AND ci.note LIKE '%c%',1
ci,ci.note LIKE '%credit%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%r%' AND ci.note LIKE '%as%',1
ci,ci.note LIKE '%e%' AND ci.note LIKE '%r%',1
ci,ci.note LIKE '%u%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%v%',1
ci,ci.note LIKE '%r%' AND ci.note LIKE '%and%',1
ci,ci.note LIKE '%n%' AND ci.note LIKE '%archive%',1
ci,ci.note LIKE '%c%' AND ci.note LIKE '%credit%',1
ci,ci.note LIKE '%voice%' AND ci.note LIKE '%e%',1
ci,ci.note LIKE '%w%' AND ci.note LIKE '%i%',1
ci,ci.note LIKE '%u%' AND ci.note LIKE '%and%',1
ci,ci.note LIKE '%r%' AND ci.note LIKE '%archive%',1
ci,ci.note LIKE '%o%' AND ci.note LIKE '%version%',1
ci,ci.note LIKE '%w%' AND ci.note LIKE '%o%',1
ci,ci.note LIKE '%e%' AND ci.note LIKE '%w%',1
ci,ci.note LIKE '%archive%' AND ci.note LIKE '%r%',1
ci,ci.note LIKE '%as%' AND ci.note LIKE '%c%',1
cn,cn.country_code = '[de]',9
cn,cn.country_code = '[fr]',5
cn,cn.country_code = '[us]',13
cn,cn.country_code = '[ca]',1
cn,cn.country_code = '[rw]',1
cn,cn.country_code = '[uz]',1
cn,cn.country_code = '[kz]',1
cn,cn.country_code = '[ky]',1
cn,cn.country_code = '[in]',1
cn,cn.country_code = '[gb]',6
cn,cn.country_code = '[ly]',1
cn,cn.country_code = '[cr]',1
cn,cn.country_code = '[si]',1
cn,cn.country_code = '[gt]',1
cn,cn.country_code = '[co]',1
cn,cn.country_code = '[tr]',1
cn,cn.country_code = '[im]',1
cn,cn.country_code = '[jp]',1
cn,cn.country_code = '[sr]',1
cn,cn.country_code = '[pa]',1
cn,cn.country_code = '[no]',1
rt,rt.role = 'actor',40
rt,rt.role = 'actress',10
t,t.production_year > 2011,2
t,t.production_year > 2008,6
t,t.production_year > 2010,2
t,t.production_year > 1922,1
t,t.production_year > 1951,1
t,t.production_year > 1974,1
t,t.production_year > 1977,1
t,t.production_year > 1967,1
t,t.production_year > 1944,1
t,t.production_year > 2006,4
t,t.production_year > 2009,1
t,t.production_year > 1990,1
t,t.production_year > 1988,1
t,t.production_year > 2003,3
t,t.production_year > 1964,1
t,t.production_year > 1915,1
t,t.production_year > 1999,1
t,t.production_year > 1983,1
t,t.production_year > 1998,1
t,t.production_year > 2000,1
t,t.production_year > 1927,1
t,t.production_year > 2012,1
t,t.production_year > 1958,1
t,t.production_year > 1968,1
t,t.production_year > 1979,1
t,t.production_year > 2001,1
t,t.production_year > 2013,2
t,t.production_year > 1945,1
t,t.production_year > 1993,1
t,t.production_year > 1973,1
t,t.production_year > 1935,1
t,t.production_year > 1962,1
t,t.production_year > 1914,1
t,t.production_year > 2007,1
t,t.production_year > 1899,1
t,t.production_year > 1934,1
t,t.production_year > 1976,1
