Table,Condition,Frequency
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',5
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',5
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',9
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',5
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',2
ct,ct.kind = 'production companies',49
ct,ct.kind = 'distributors',1
k,k.keyword = 'character-name-in-title',30
k,k.keyword = 'sequel',20
lt,lt.link LIKE '%follow%',46
lt,lt.link LIKE '%follows%',4
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",7
mi,"mi.info IN ('Horror', 'Thriller')",5
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",15
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",5
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",4
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",4
mi,"mi.info IN ('Germany', 'German')",1
t,t.production_year > 1990 AND t.production_year < 1995,2
t,t.production_year > 2005 AND t.production_year < 2015,1
t,t.production_year > 2000 AND t.production_year < 2010,10
t,t.production_year > 2005 AND t.production_year < 2010,2
t,t.production_year > 1990 AND t.production_year < 2007,2
t,t.production_year > 2000 AND t.production_year < 2005,2
t,t.production_year > 1950 AND t.production_year < 1995,1
t,t.production_year > 1990 AND t.production_year < 2010,6
t,t.production_year > 1950 AND t.production_year < 2010,2
t,t.production_year > 2000 AND t.production_year < 2008,6
t,t.production_year > 1990 AND t.production_year < 2008,2
t,t.production_year > 1950 AND t.production_year < 2015,1
t,t.production_year > 2000 AND t.production_year < 2014,3
t,t.production_year > 2005 AND t.production_year < 2008,1
t,t.production_year > 2005 AND t.production_year < 2007,1
t,t.production_year > 1990 AND t.production_year < 2005,2
t,t.production_year > 1950 AND t.production_year < 2005,1
t,t.production_year > 1990 AND t.production_year < 2014,1
t,t.production_year > 1990 AND t.production_year < 2015,2
t,t.production_year > 1990 AND t.production_year < 2000,1
t,t.production_year > 2000 AND t.production_year < 2015,1
