Table,Condition,Frequency
ci,ci.note = '(voice)',23
ci,ci.note = '(voice: English version)',27
cn,cn.country_code = '[us]',46
cn,cn.country_code = '[de]',1
cn,cn.country_code = '[jp]',1
cn,cn.country_code = '[nl]',1
cn,cn.country_code = '[ru]',1
mc,mc.note LIKE '%(worldwide)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',5
mc,mc.note LIKE '%(200%)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',7
mc,mc.note LIKE '%(USA)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',4
mc,mc.note LIKE '%(worldwide)%' AND mc.note NOT LIKE '%(USA)%',5
mc,mc.note LIKE '%(Blu-ray)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note NOT LIKE '%(USA)%',5
mc,mc.note LIKE '%(2006)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',2
mc,mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',4
mc,mc.note LIKE '%(2007)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',3
mc,mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(USA)%',3
mc,mc.note LIKE '%(2006)%' AND mc.note NOT LIKE '%(USA)%',2
mc,mc.note LIKE '%(presents)%' AND mc.note NOT LIKE '%(USA)%',2
mc,mc.note LIKE '%(co-production)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',3
mc,mc.note LIKE '%(theatrical)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',2
mc,mc.note LIKE '%(France)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',1
mc,mc.note LIKE '%(VHS)%' AND mc.note NOT LIKE '%(USA)%',1
n,n.name LIKE '%K%' AND n.name NOT LIKE '%Yu%',3
n,n.name LIKE '%Y%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE 'E%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE '%O%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%A%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE 'Q%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE '%M%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'O%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%C%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'G%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%F%' AND n.name NOT LIKE '%Yu%',4
n,n.name LIKE 'B%' AND n.name NOT LIKE '%Yu%',3
n,n.name LIKE '%L%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'C%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%H%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%J%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%Yo%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE '%V%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE '%R%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE '%Angel%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%E%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%Ang%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'M%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'U%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'L%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE 'W%' AND n.name NOT LIKE '%Yu%',2
n,n.name LIKE 'Y%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%T%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%D%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'P%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%B%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'F%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE '%W%' AND n.name NOT LIKE '%Yu%',1
n,n.name LIKE 'V%' AND n.name NOT LIKE '%Yu%',1
rt,rt.role = 'actress',42
rt,rt.role = 'actor',8
