Table,Condition,Frequency
ci,ci.note = '(voice: English version)',182
ci,ci.note = '(voice)',218
cn,cn.country_code = '[us]',358
cn,cn.country_code = '[nl]',12
cn,cn.country_code = '[jp]',16
cn,cn.country_code = '[ru]',7
cn,cn.country_code = '[de]',7
mc,mc.note LIKE '%(200%)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',46
mc,mc.note LIKE '%(France)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',2
mc,mc.note LIKE '%(2006)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',23
mc,mc.note LIKE '%(worldwide)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',35
mc,mc.note LIKE '%(200%)%' AND mc.note NOT LIKE '%(USA)%',27
mc,mc.note LIKE '%(presents)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',10
mc,mc.note LIKE '%(co-production)%' AND mc.note NOT LIKE '%(USA)%',20
mc,mc.note LIKE '%(VHS)%' AND mc.note NOT LIKE '%(USA)%',8
mc,mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(USA)%',14
mc,mc.note LIKE '%(Blu-ray)%' AND mc.note NOT LIKE '%(USA)%',7
mc,mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',23
mc,mc.note LIKE '%(worldwide)%' AND mc.note NOT LIKE '%(USA)%',35
mc,mc.note LIKE '%(presents)%' AND mc.note NOT LIKE '%(USA)%',9
mc,mc.note LIKE '%(Blu-ray)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',14
mc,mc.note LIKE '%(theatrical)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',18
mc,mc.note LIKE '%(2007)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',11
mc,mc.note LIKE '%(co-production)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',17
mc,mc.note LIKE '%(2006)%' AND mc.note NOT LIKE '%(USA)%',9
mc,mc.note LIKE '%(USA)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',36
mc,mc.note LIKE '%(2007)%' AND mc.note NOT LIKE '%(USA)%',10
mc,mc.note LIKE '%(theatrical)%' AND mc.note NOT LIKE '%(USA)%',9
mc,mc.note LIKE '%(France)%' AND mc.note NOT LIKE '%(USA)%',1
mc,mc.note LIKE '%(VHS)%' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%',16
n,n.name LIKE '%M%' AND n.name NOT LIKE '%Yu%',10
n,n.name LIKE 'M%' AND n.name NOT LIKE '%Yu%',9
n,n.name LIKE '%V%' AND n.name NOT LIKE '%Yu%',5
n,n.name LIKE '%K%' AND n.name NOT LIKE '%Yu%',9
n,n.name LIKE 'L%' AND n.name NOT LIKE '%Yu%',7
n,n.name LIKE '%H%' AND n.name NOT LIKE '%Yu%',8
