Table,Condition,Frequency
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',3
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',4
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',6
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',1
ct,ct.kind = 'production companies',49
ct,ct.kind = 'distributors',1
k,k.keyword = 'character-name-in-title',25
k,k.keyword = 'computer-animation',6
k,k.keyword = 'sequel',19
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",2
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",6
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",17
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",4
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",6
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",5
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('Horror', 'Thriller')",5
mi,"mi.info IN ('Germany', 'German')",1
t,t.production_year > 2000 AND t.production_year < 2014,3
t,t.production_year > 1950 AND t.production_year < 2010,4
t,t.production_year > 2000 AND t.production_year < 2008,3
t,t.production_year > 2000 AND t.production_year < 2010,9
t,t.production_year > 2005 AND t.production_year < 2014,3
t,t.production_year > 2005 AND t.production_year < 2010,4
t,t.production_year > 1950 AND t.production_year < 2007,3
t,t.production_year > 2000 AND t.production_year < 2007,6
t,t.production_year > 2005 AND t.production_year < 2008,2
t,t.production_year > 1950 AND t.production_year < 2008,3
t,t.production_year > 2005 AND t.production_year < 2007,1
t,t.production_year > 2005 AND t.production_year < 2015,1
t,t.production_year > 2000 AND t.production_year < 2015,3
t,t.production_year > 1990 AND t.production_year < 2010,2
t,t.production_year > 1990 AND t.production_year < 2015,1
t,t.production_year > 1990 AND t.production_year < 2008,1
t,t.production_year > 1990 AND t.production_year < 2005,1
