Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',50
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",7
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",19
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",4
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('USA', 'America')",4
mi,"mi.info IN ('Germany', 'German')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",5
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
t,t.production_year > 1950,18
t,t.production_year > 1990,32
