Table,Condition,Frequency
k,k.keyword LIKE '%s%',4
k,k.keyword LIKE '%g%',2
k,k.keyword LIKE '%n%',4
k,k.keyword LIKE '%t%',5
k,k.keyword LIKE '%k%',2
k,k.keyword LIKE '%q%',1
k,k.keyword LIKE '%a%',3
k,k.keyword LIKE '%o%',4
k,k.keyword LIKE '%f%',2
k,k.keyword LIKE '%d%',2
k,k.keyword LIKE '%i%',6
k,k.keyword LIKE '%-%',3
k,k.keyword LIKE '%l%',2
k,k.keyword LIKE '%u%',2
k,k.keyword LIKE '%e%',2
k,k.keyword LIKE '%b%',2
k,k.keyword LIKE '%h%',2
k,k.keyword LIKE '%w%',1
k,k.keyword LIKE '%r%',1
mi,"mi.info IN ('Patrick Bateman: [voiceover] I''m on the verge of tears by the time we arrive at Espace, since I''m positive we won''t have a decent table. But we do, and relief washes over me in an awesome wave.', 'Bangladesh:154', '24 August 2002 - ?', 'Germany:85', 'Germany:23 May 2002')",1
mi,"mi.info IN ('MET:4050 m', 'Turkey:23 May 2003', 'â¬ 57,000', 'JPY 900,000,000', '21')",1
mi,"mi.info IN ('Ireland:22 August 2003', 'Ireland:11.07', 'MET:2476 m', 'Japan:23 May 2005', 'CHF 121,655')",1
mi,"mi.info IN ('CAM:Sony', 'Spain:1 March 2011', 'Finland:August 2002', 'USA:29 May 2007', 'Italy:92')",1
mi,"mi.info IN ('$22,000', 'Japan:19 June 2002', 'UK:24 January 2007', 'You Can''t Hide', 'Germany:9 May 2005')",1
mi,"mi.info IN ('With an estimated budget of $120 million, this is the most expensively-made of all the Star Wars films', 'SGD 2,000,000', 'Norway:3 May 2006', 'USA:2 February 2002', 'Alexandre Michaud')",1
mi,"mi.info IN ('Indonesia:6 January 2001', 'Brazil:24 May 2002', '2001 - 2001', 'Denmark:94', 'Spain:27 April 2001')",1
mi,"mi.info IN ('Hunter, Stephen. ""Bang Bang Ha Ha: ''Bad BoysII'': Summer Joy Ride Crashes After a Stunningly Wrong Turn"". In: ""The Washington Post"" (USA), Vol. 126, Iss. 225, 18 July 2003, Pg. C1+C5, (NP)', 'USA:14 October 2009', 'Italy:30', 'Canada:99', 'Canada:10 July 2006')",1
mi,"mi.info IN ('Brazil:10 June 2005', 'UK:19 July 2005', '8 Scenes!', 'UK:30 March 2001', 'USA:25 July 2005')",1
mi,"mi.info IN ('Omega: This is Eggman''s secret base! I will destroy him and prove that I am the strongest!::Rouge the Bat: Omega, cut it out! Jeez, don''t you have anything better to do?::Omega: Negative.', 'UK:23 July 2000', 'Spain:3 May 2000', 'Greece:130', 'Peru:19')",1
mi,"mi.info IN ('Canada:15 November 2002', 'Alexander Freeman', 'Kuwait:19 May 2001', 'Ireland:28', 'Hong Kong:July 2001')",1
mi,"mi.info IN ('Czech Republic:7 March 2002', 'Israel:22 July 2002', 'France:4 April 2004', 'Romania:5 June 2006', 'USA:31 August 2000')",1
mi,"mi.info IN ('USA:29 June 2005', 'Sweden:25 June 2003', 'Jamaica:6 June 2006', 'MAD 500', '1995 - 2001')",1
mi,"mi.info IN ('[last lines]::Poppy: Thanks for helping me with the balloon, Pirouette.::Pirouette: Don''t mention it, bro. United we fly!', 'Egypt:26 June 2001', 'Germany:30 May 2003', 'Artistas Unidos', 'UK:23 May 2004')",1
mi,"mi.info IN ('3,893,407 (UK)', 'UK:13 June 2008', 'Frank Scantori', 'Â£46,000', 'Albert Films')",1
mi,"mi.info IN ('Argentina:16 April 2005', 'USA:16 April 2001', 'Â£24,000', 'USA:20.00', 'UK:18 December 2006')",1
mi,"mi.info IN ('Iceland:L', 'USA:26 March 2006', 'Slovenia:23', 'PLN 11,000,000', 'Finland:74')",1
mi,"mi.info IN ('USA:17 January 2007', 'Switzerland:7.30', 'Russia:1 June 2003', 'UK:3 July 2000', 'UK:11 June 2003')",1
mi,"mi.info IN ('Brazil:12', 'SGD 7,000,000', 'Finland:4 June 2007', 'UK:25 March 2001', 'USA:29 January 2013')",1
mi,"mi.info IN ('Japan:26 July 2003', 'USA:89.05', 'Sousson', 'UK:101', 'Thailand:April 2006')",1
mi,"mi.info IN ('Russia:6 December 2007', 'Brazil:17 June 2003', 'Finland:3 July 2003', 'UK:11 February 2002', 'France:23 May 2008')",1
mi,"mi.info IN ('Rated R for language, some sexual content and nudity', 'Italy:30 March 2007', 'Italy:February 2006', '2003 - 2003', 'Idaho, USA')",1
mi,"mi.info IN ('$6,346 (Romania) (18 July 2004) (3 screens)', '384,000 (Denmark)', 'February 2001 -', 'En mystisk historia', 'Japan:14 March 2006')",1
mi,"mi.info IN ('Professor Xavier''s wheelchair from the first movie was bought by a lawyer (who also works for the same law firm as ''Patrick Stewart (I)'' (qv)''s attorney). When production began, the studio realized they had no chair anymore, so the lawyer rented it back to the studio - as Stewart said in an interview - ""for a significant sum"".', 'George A. Johnson', '60:00', '18 July 2006 - ?', 'France:10 June 2006')",1
mi,"mi.info IN ('Â£1,481,647 (UK) (14 August 2005) (404 screens)', 'Japan:7 August 2003', 'USA:7 July 2001', 'CAM:Eclair ACL II', '$33,000,000')",1
mi,"mi.info IN ('Norway:13 May 2005', 'Canada:30 June 2006', 'Spain:29 April 2005', 'Ireland:66', 'PCS:Iwerks 8/70')",1
mi,"mi.info IN ('Â© 2001 CineNation Internationale Filmproduktionsgesellschaft mbH & Co. 1 Beteiligungs KG All Rights Reserved (on print)', 'Panama:7 April 2006', 'Egypt:December 2004', 'USA:15 March 2002', 'Moab, Utah, USA')",1
mi,"mi.info IN ('$109,356 (USA) (3 October 2004) (212 screens)', 'Germany:101', '$67,615 (non-USA)', 'USA:9 May 2013', 'Oslo, Norway')",1
mi,"mi.info IN ('$4,834,269 (USA) (15 January 2007)', 'USA:47:31', 'Russia:9', 'USA:26 January 2010', 'Peru:4 August 2005')",1
