Table,Condition,Frequency
mc,(mc.note LIKE '%(Blu-ray)%' OR mc.note LIKE '%(co-production)%'),2
mc,(mc.note LIKE '%(theatrical)%' OR mc.note LIKE '%(France)%'),2
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(presents)%'),2
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(Japan)%'),1
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(2007)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(USA)%'),3
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(2006)%'),1
mc,(mc.note LIKE '%(France)%' OR mc.note LIKE '%(USA)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(2007)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(200%)%'),3
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(co-production)%'),2
mc,(mc.note LIKE '%(France)%' OR mc.note LIKE '%(200%)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(2006)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(theatrical)%'),1
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(Japan)%'),1
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(USA)%'),1
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(France)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(theatrical)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(2007)%'),1
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(USA)%'),1
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(Blu-ray)%'),2
mc,(mc.note LIKE '%(France)%' OR mc.note LIKE '%(2006)%'),1
mc,(mc.note LIKE '%(presents)%' OR mc.note LIKE '%(theatrical)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(VHS)%'),1
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(VHS)%'),2
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(2006)%'),1
mc,(mc.note LIKE '%(Blu-ray)%' OR mc.note LIKE '%(2006)%'),1
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(France)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(France)%'),1
mc,(mc.note LIKE '%(VHS)%' OR mc.note LIKE '%(200%)%'),1
mc,(mc.note LIKE '%(theatrical)%' OR mc.note LIKE '%(co-production)%'),1
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(VHS)%'),1
mc,(mc.note LIKE '%(presents)%' OR mc.note LIKE '%(VHS)%'),1
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'Japan:%2007%'),2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%2008%'),3
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%2008%'),2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%200%'),3
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%201%'),5
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:% 199%'),2
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'Japan:%201%'),1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:% 200%'),1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%2007%'),2
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'Japan:%201%'),1
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:% 200%'),1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%200%'),3
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:% 200%'),2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%201%'),2
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%'),1
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%200%'),1
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:% 200%'),1
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'Japan:%201%'),1
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%'),3
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:% 199%'),1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'Japan:%201%'),1
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:% 200%'),2
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'USA:%2008%'),2
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'Japan:%200%'),1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'Japan:%2007%'),1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'Japan:%200%'),1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'Japan:%2007%'),1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%201%'),1
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",46
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",4
cn,cn.country_code = '[us]',46
cn,cn.country_code = '[de]',2
cn,cn.country_code = '[ru]',1
cn,cn.country_code = '[jp]',1
it_mi,it.info = 'release dates',50
n,n.gender = 'm' AND n.name LIKE 'B%',2
n,n.gender = 'm' AND n.name LIKE 'K%',5
n,n.gender = 'm' AND n.name LIKE '%T%',1
n,n.gender = 'm' AND n.name LIKE 'E%',1
n,n.gender = 'm' AND n.name LIKE 'H%',2
n,n.gender = 'm' AND n.name LIKE '%I%',1
n,n.gender = 'm' AND n.name LIKE 'D%',4
n,n.gender = 'm' AND n.name LIKE '%M%',3
n,n.gender = 'm' AND n.name LIKE '%R%',3
n,n.gender = 'm' AND n.name LIKE '%B%',2
n,n.gender = 'm' AND n.name LIKE '%P%',4
n,n.gender = 'm' AND n.name LIKE '%J%',3
n,n.gender = 'm' AND n.name LIKE '%D%',3
n,n.gender = 'm' AND n.name LIKE '%Tim%',1
n,n.gender = 'm' AND n.name LIKE '%S%',1
n,n.gender = 'm' AND n.name LIKE 'I%',1
n,n.gender = 'm' AND n.name LIKE '%E%',2
n,n.gender = 'm' AND n.name LIKE '%G%',1
n,n.gender = 'm' AND n.name LIKE '%W%',1
n,n.gender = 'm' AND n.name LIKE 'L%',1
n,n.gender = 'm' AND n.name LIKE '%C%',1
n,n.gender = 'm' AND n.name LIKE '%L%',1
n,n.gender = 'm' AND n.name LIKE 'J%',1
n,n.gender = 'm' AND n.name LIKE '%Yo%',1
n,n.gender = 'm' AND n.name LIKE '%F%',1
n,n.gender = 'm' AND n.name LIKE 'F%',1
n,n.gender = 'm' AND n.name LIKE 'A%',2
rt,rt.role = 'actor',44
rt,rt.role = 'actress',6
t,t.production_year > 2005 AND t.production_year < 2010,4
t,t.production_year > 2000 AND t.production_year < 2005,1
t,t.production_year > 1990 AND t.production_year < 2000,1
t,t.production_year > 2000 AND t.production_year < 2008,7
t,t.production_year > 2000 AND t.production_year < 2010,9
t,t.production_year > 2000 AND t.production_year < 2014,3
t,t.production_year > 1990 AND t.production_year < 2010,6
t,t.production_year > 2005 AND t.production_year < 2008,2
t,t.production_year > 1950 AND t.production_year < 2005,2
t,t.production_year > 2005 AND t.production_year < 2015,2
t,t.production_year > 2005 AND t.production_year < 2007,2
t,t.production_year > 2009 AND t.production_year < 2010,1
t,t.production_year > 1950 AND t.production_year < 2010,2
t,t.production_year > 1950 AND t.production_year < 2008,1
t,t.production_year > 2000 AND t.production_year < 2007,2
t,t.production_year > 2000 AND t.production_year < 2015,2
t,t.production_year > 1990 AND t.production_year < 2015,2
t,t.production_year > 1950 AND t.production_year < 2014,1
