Table,Condition,Frequency
cn1,cn.country_code = '[us]',48
cn1,cn.country_code = '[ru]',1
cn1,cn.country_code = '[nl]',1
it1,it.info = 'rating',26
it1,it.info = 'votes',24
it2,it.info = 'votes',26
it2,it.info = 'rating',24
kt1,"kt.kind IN ('movie', 'episode')",24
kt1,kt.kind IN ('tv series'),15
kt1,"kt.kind IN ('tv series','episode')",11
kt2,"kt.kind IN ('tv series','episode')",9
kt2,"kt.kind IN ('movie', 'episode')",18
kt2,kt.kind IN ('tv series'),11
kt2,kt.kind IN ('movie'),6
kt2,"kt.kind IN ('movie', 'tv movie', 'video movie', 'video game')",6
lt,"lt.link IN ('references', 'referenced in', 'features', 'featured in')",27
lt,"lt.link IN ('sequel', 'follows', 'followed by')",23
mi_idx2,mi_idx.info < '8.5',30
mi_idx2,mi_idx.info < '7.0',10
mi_idx2,mi_idx.info < '3.5',4
mi_idx2,mi_idx.info < '3.0',6
t2,t.production_year > 2008 AND t.production_year < 2010,1
t2,t.production_year > 2010 AND t.production_year < 2014,1
t2,t.production_year > 2005 AND t.production_year < 2010,7
t2,t.production_year > 2000 AND t.production_year < 2007,3
t2,t.production_year > 1990 AND t.production_year < 2014,2
t2,t.production_year > 2000 AND t.production_year < 2014,4
t2,t.production_year > 2000 AND t.production_year < 2010,11
t2,t.production_year > 2000 AND t.production_year < 2008,4
t2,t.production_year > 2009 AND t.production_year < 2014,1
t2,t.production_year > 2000 AND t.production_year < 2005,2
t2,t.production_year > 1990 AND t.production_year < 2008,1
t2,t.production_year > 2005 AND t.production_year < 2008,1
t2,t.production_year > 1950 AND t.production_year < 2010,2
t2,t.production_year > 2000 AND t.production_year < 2015,2
t2,t.production_year > 1990 AND t.production_year < 2010,3
t2,t.production_year > 2005 AND t.production_year < 2014,2
t2,t.production_year > 1950 AND t.production_year < 2007,1
t2,t.production_year > 1950 AND t.production_year < 2008,1
t2,t.production_year > 1990 AND t.production_year < 2007,1
