Table,Condition,Frequency
cn,cn.country_code = '[ch]',6
cn,cn.country_code = '[dk]',7
cn,cn.country_code = '[fr]',8
cn,cn.country_code = '[de]',8
cn,cn.country_code = '[us]',4
cn,cn.country_code = '[au]',5
cn,cn.country_code = '[gb]',4
cn,cn.country_code = '[ar]',4
cn,cn.country_code = '[it]',1
cn,cn.country_code = '[es]',2
cn,cn.country_code = '[br]',1
k,k.keyword = 'small-town',2
k,k.keyword = 'vomit',6
k,k.keyword = 'new-girl-in-town',1
k,k.keyword = 'weaving',3
k,k.keyword = 'crucifixion',2
k,k.keyword = 'convent',1
k,k.keyword = 'horse-meat',1
k,k.keyword = 'german',2
k,k.keyword = 'lesbian-kiss',3
k,k.keyword = 'love',3
k,k.keyword = 'book',1
k,k.keyword = 'face-slap',4
k,k.keyword = 'air-raid-shelter',1
k,k.keyword = 'juvenile-bedwetting',1
k,k.keyword = 'boarding-school',2
k,k.keyword = 'bomb',1
k,k.keyword = 'bicycle',2
k,k.keyword = 'drug-use',1
k,k.keyword = 'combing-hair',1
k,k.keyword = 'hitchhiker',1
k,k.keyword = 'female-protagonist',1
k,k.keyword = 'newborn-baby',1
k,k.keyword = 'calling-the-police',1
k,k.keyword = 'waste-disposal',1
k,k.keyword = 'swing',3
k,k.keyword = 'masturbation',1
k,k.keyword = 'drawing',1
k,k.keyword = 'infirmary',1
k,k.keyword = 'anti-war',1
n,n.name LIKE '%e%',8
n,n.name LIKE '%w%',1
n,n.name LIKE '%o%',1
n,n.name LIKE '%l%',5
n,n.name LIKE '%c%',1
n,n.name LIKE '%r%',6
n,n.name LIKE '%J%',1
n,n.name LIKE '%a%',3
n,n.name LIKE '%t%',2
n,"n.name LIKE '%,%'",2
n,n.name LIKE '%L%',1
n,n.name LIKE '%s%',2
n,n.name LIKE '%b%',3
n,n.name LIKE '%f%',3
n,n.name LIKE '%k%',4
n,n.name LIKE '%n%',1
n,n.name LIKE '%g%',2
n,n.name LIKE '%i%',1
n,n.name LIKE '%¡%',1
n,n.name LIKE '%D%',1
n,n.name LIKE '%R%',1
