Table,Condition,Frequency
cn,(cn.name LIKE '%Television%' OR cn.name LIKE '%Radio%') AND cn.country_code != '[lb]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Company%') AND cn.country_code != '[la]',1
cn,(cn.name LIKE '%Television%' OR cn.name LIKE '%Home%') AND cn.country_code != '[ml]',1
cn,(cn.name LIKE '%Granada%' OR cn.name LIKE '%Home%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[ye]',1
cn,(cn.name LIKE '%Big%' OR cn.name LIKE '%Central%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Office%' OR cn.name LIKE '%Studio%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Inc%' OR cn.name LIKE '%Video%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Television%' OR cn.name LIKE '%Central%') AND cn.country_code != '[mk]',1
cn,(cn.name LIKE '%Radio%' OR cn.name LIKE '%Home%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%TelevÃ­ziÃ³%' OR cn.name LIKE '%Company%') AND cn.country_code != '[ca]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Video%') AND cn.country_code != '[il]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%NBC%') AND cn.country_code != '[hr]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%s%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Pictures%' OR cn.name LIKE '%British%') AND cn.country_code != '[am]',1
cn,(cn.name LIKE '%Network%' OR cn.name LIKE '%Television%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Channel%' OR cn.name LIKE '%National%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Office%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Bros%' OR cn.name LIKE '%T%') AND cn.country_code != '[nl]',1
cn,(cn.name LIKE '%Corporation%' OR cn.name LIKE '%ABC%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%Entertainment%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Central%' OR cn.name LIKE '%United%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%Comedy%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%CBC%' OR cn.name LIKE '%Company%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Ãireann%' OR cn.name LIKE '%Central%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%o%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[ve]',1
cn,(cn.name LIKE '%L%' OR cn.name LIKE '%System%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Federation%' OR cn.name LIKE '%Entertainment%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%International%') AND cn.country_code != '[ch]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%i%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%National%') AND cn.country_code != '[fr]',1
