Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'crew')",50
cct2,cct.kind = 'complete+verified',42
cct2,cct.kind = 'complete',8
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",30
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",17
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",2
ci,"ci.note IN ('(producer)', '(executive producer)')",1
it_mi,it.info = 'genres',17
it_mi,it.info = 'countries',33
it_miidx,it.info = 'rating',38
it_miidx,it.info = 'top 250 rank',1
it_miidx,it.info = 'votes',11
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",9
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",19
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",4
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",5
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",3
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",5
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",2
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",1
k,"k.keyword IN ('murder', 'murder-in-title')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",12
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",2
mi,"mi.info IN ('USA', 'America')",5
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",12
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",2
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",8
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",1
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",4
n,n.gender = 'm',50
t,t.production_year > 2000,24
t,t.production_year > 1990,13
t,t.production_year > 2005,8
t,t.production_year > 1950,5
