Table,Condition,Frequency
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%o%' OR mc.note LIKE '%s%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%e%'),2
mc,(mc.note LIKE '%s%' OR mc.note LIKE '%e%'),1
mc,(mc.note LIKE '%5%' OR mc.note LIKE '%H%'),1
mc,(mc.note LIKE '%S%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%2%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%w%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%H%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%s%'),1
mc,(mc.note LIKE '%V%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%s%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%A%'),1
mc,(mc.note LIKE '%p%' OR mc.note LIKE '%g%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%p%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%G%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%V%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%V%'),1
mc,(mc.note LIKE '%f%' OR mc.note LIKE '%f%'),1
mc,(mc.note LIKE '%d%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%g%' OR mc.note LIKE '%e%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%5%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%g%'),1
mc,(mc.note LIKE '%g%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%V%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%5%'),1
mc,(mc.note LIKE '%9%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%2%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%h%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%p%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%H%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%h%' OR mc.note LIKE '%g%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%)%'),2
mc,(mc.note LIKE '%f%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%c%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%)%'),2
mc,(mc.note LIKE '%A%' OR mc.note LIKE '%5%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%o%'),1
mi,(mi.info LIKE '%t%' OR mi.info LIKE '%a%'),2
mi,(mi.info LIKE '%i%' OR mi.info LIKE '%t%'),1
mi,(mi.info LIKE '%d%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%:%'),1
mi,(mi.info LIKE '%d%' OR mi.info LIKE '%A%'),1
