Table,Condition,Frequency
ct,ct.kind = 'distributors',8
ct,ct.kind = 'production companies',42
mc,mc.note LIKE '%(VHS)%' AND mc.note LIKE '%(Japan)%',1
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(2007)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(2007)%',3
mc,mc.note LIKE '%(co-production)%' AND mc.note LIKE '%(presents)%',6
mc,mc.note LIKE '%(theatrical)%' AND mc.note LIKE '%(200%)%',1
mc,mc.note LIKE '%(co-production)%' AND mc.note LIKE '%(200%)%',8
mc,mc.note LIKE '%(2006)%' AND mc.note LIKE '%(worldwide)%',3
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%',3
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(200%)%',8
mc,mc.note LIKE '%(2006)%' AND mc.note LIKE '%(200%)%',2
mc,mc.note LIKE '%(presents)%' AND mc.note LIKE '%(200%)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(2006)%',2
mc,mc.note LIKE '%(presents)%' AND mc.note LIKE '%(co-production)%',3
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(2006)%',1
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(presents)%',1
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(VHS)%',1
mc,mc.note LIKE '%(presents)%' AND mc.note LIKE '%(worldwide)%',1
mc,mc.note LIKE '%(2007)%' AND mc.note LIKE '%(200%)%',2
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(USA)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(co-production)%',1
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",25
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",10
mi,"mi.info IN ('USA', 'America')",1
mi,"mi.info IN ('Horror', 'Thriller')",1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",5
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",2
t,t.production_year > 2000,26
t,t.production_year > 2005,11
t,t.production_year > 1990,7
t,t.production_year > 2014,2
t,t.production_year > 1950,4
