Table,Condition,Frequency
chn,(chn.name LIKE '%Man%' OR chn.name LIKE '%man%') AND chn.name NOT LIKE '%Sherlock%',5
chn,(chn.name LIKE '%Man%' OR chn.name LIKE '%Tony%Stark%') AND chn.name NOT LIKE '%Sherlock%',3
chn,(chn.name LIKE '%Man%' OR chn.name LIKE '%Iron%Man%') AND chn.name NOT LIKE '%Sherlock%',4
chn,(chn.name LIKE '%Iron%Man%' OR chn.name LIKE '%Man%') AND chn.name NOT LIKE '%Sherlock%',6
chn,(chn.name LIKE '%Iron%Man%' OR chn.name LIKE '%Tony%Stark%') AND chn.name NOT LIKE '%Sherlock%',4
chn,(chn.name LIKE '%Tony%Stark%' OR chn.name LIKE '%man%') AND chn.name NOT LIKE '%Sherlock%',7
chn,(chn.name LIKE '%man%' OR chn.name LIKE '%Iron%Man%') AND chn.name NOT LIKE '%Sherlock%',5
chn,(chn.name LIKE '%man%' OR chn.name LIKE '%Man%') AND chn.name NOT LIKE '%Sherlock%',5
chn,(chn.name LIKE '%Tony%Stark%' OR chn.name LIKE '%Man%') AND chn.name NOT LIKE '%Sherlock%',4
chn,(chn.name LIKE '%Tony%Stark%' OR chn.name LIKE '%Iron%Man%') AND chn.name NOT LIKE '%Sherlock%',1
chn,(chn.name LIKE '%Iron%Man%' OR chn.name LIKE '%man%') AND chn.name NOT LIKE '%Sherlock%',1
chn,(chn.name LIKE '%man%' OR chn.name LIKE '%Tony%Stark%') AND chn.name NOT LIKE '%Sherlock%',5
cct1,cct1.kind = 'cast',45
cct1,cct1.kind = 'crew',5
cct2,cct2.kind LIKE '%complete%',50
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",6
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",5
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",12
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",1
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",13
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",9
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",2
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",2
kt,kt.kind = 'movie',50
t,t.production_year > 2000,17
t,t.production_year > 2005,12
t,t.production_year > 1990,6
t,t.production_year > 2009,3
t,t.production_year > 2010,10
t,t.production_year > 1950,2
