Table,Condition,Frequency
cct1,cct1.kind = 'cast',342
cct1,cct1.kind = 'crew',58
cct2,cct2.kind LIKE '%complete%',400
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Man%' AND chn.name LIKE '%man%',45
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Man%' AND chn.name LIKE '%Tony%Stark%',29
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Iron%Man%' AND chn.name LIKE '%man%',33
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Tony%Stark%' AND chn.name LIKE '%Man%',43
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%man%' AND chn.name LIKE '%Tony%Stark%',44
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Man%' AND chn.name LIKE '%Iron%Man%',38
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%man%' AND chn.name LIKE '%Man%',23
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Iron%Man%' AND chn.name LIKE '%Tony%Stark%',23
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Tony%Stark%' AND chn.name LIKE '%man%',44
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%man%' AND chn.name LIKE '%Iron%Man%',29
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Iron%Man%' AND chn.name LIKE '%Man%',30
chn,chn.name NOT LIKE '%Sherlock%' AND chn.name LIKE '%Tony%Stark%' AND chn.name LIKE '%Iron%Man%',19
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",22
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",50
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",81
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",12
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",112
k,"k.keyword IN ('murder', 'murder-in-title')",13
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",19
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",58
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",12
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",13
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",8
kt,kt.kind = 'movie',400
t,t.production_year > 1990,58
t,t.production_year > 2010,86
t,t.production_year > 2000,153
t,t.production_year > 2005,64
t,t.production_year > 1950,20
t,t.production_year > 2009,10
t,t.production_year > 2008,9
