Table,Condition,Frequency
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Essen%') AND cn.country_code != '[gr]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Washington%') AND cn.country_code != '[ne]',1
cn,(cn.name LIKE '%Zero%' OR cn.name LIKE '%Video%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Home%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Evil%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Adam%' OR cn.name LIKE '%Video%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Entertainment%' OR cn.name LIKE '%Pleasures%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Private%' OR cn.name LIKE '%Videorama%') AND cn.country_code != '[si]',1
cn,(cn.name LIKE '%Harmony%' OR cn.name LIKE '%GmbH%') AND cn.country_code != '[cl]',1
cn,(cn.name LIKE '%Concepts%' OR cn.name LIKE '%Wicked%') AND cn.country_code != '[at]',1
cn,(cn.name LIKE '%Wrestling%' OR cn.name LIKE '%Hustler%') AND cn.country_code != '[xyu]',1
cn,(cn.name LIKE '%Heatwave%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[be]',1
cn,(cn.name LIKE '%Productions%' OR cn.name LIKE '%Windwalker%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Harmony%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[gi]',1
cn,(cn.name LIKE '%Girlfriends%' OR cn.name LIKE '%VCA%') AND cn.country_code != '[ve]',1
cn,(cn.name LIKE '%FM%' OR cn.name LIKE '%Vivid%') AND cn.country_code != '[bd]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Distribution%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Inflagranti%' OR cn.name LIKE '%Films%') AND cn.country_code != '[at]',1
cn,(cn.name LIKE '%Studios%' OR cn.name LIKE '%Home%') AND cn.country_code != '[bh]',1
cn,(cn.name LIKE '%1%' OR cn.name LIKE '%Prince%') AND cn.country_code != '[kr]',1
cn,(cn.name LIKE '%Concepts%' OR cn.name LIKE '%Group%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Thompson%') AND cn.country_code != '[sa]',1
cn,(cn.name LIKE '%GmbH%' OR cn.name LIKE '%Concepts%') AND cn.country_code != '[hn]',1
cn,(cn.name LIKE '%West%' OR cn.name LIKE '%Wicked%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Concepts%' OR cn.name LIKE '%Films%') AND cn.country_code != '[eg]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%Harmony%') AND cn.country_code != '[gr]',1
cn,(cn.name LIKE '%Publishing%' OR cn.name LIKE '%Hustler%') AND cn.country_code != '[gr]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Film%') AND cn.country_code != '[ph]',1
cn,(cn.name LIKE '%Concepts%' OR cn.name LIKE '%Vivid%') AND cn.country_code != '[xyu]',1
cn,(cn.name LIKE '%Entertainment%' OR cn.name LIKE '%Home%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%New%') AND cn.country_code != '[ca]',1
cn,(cn.name LIKE '%FM%' OR cn.name LIKE '%Essen%') AND cn.country_code != '[be]',1
cn,(cn.name LIKE '%Girlfriends%' OR cn.name LIKE '%Harmony%') AND cn.country_code != '[vg]',1
cn,(cn.name LIKE '%Digital%' OR cn.name LIKE '%Concepts%') AND cn.country_code != '[ve]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%School%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Home%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Light%' OR cn.name LIKE '%Harmony%') AND cn.country_code != '[ar]',1
cn,(cn.name LIKE '%Vivid%' OR cn.name LIKE '%Film%') AND cn.country_code != '[kr]',1
cn,(cn.name LIKE '%Harmony%' OR cn.name LIKE '%Videorama%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Pictures%' OR cn.name LIKE '%Concepts%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Essen%' OR cn.name LIKE '%Angel%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Red%' OR cn.name LIKE '%Sin%') AND cn.country_code != '[ve]',1
cn,(cn.name LIKE '%Angel%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
