query,plan_id,plan_content
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'genres'
AND it2.info = 'rating'
AND k.keyword IN ('murder', 'murder', 'murder', 'murder', 'murder')
AND kt.kind = 'movie'
AND mi.info IN ('PCS:Spherical', 'Comedy', 'PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical')
AND mi_idx.info < '5.4'
AND t.production_year > 2004;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'countries'
AND it2.info = 'votes'
AND k.keyword IN ('nudity', 'death', 'father-son-relationship', 'violence', 'family-relationships')
AND kt.kind = 'movie'
AND mi.info IN ('Color', 'USA', 'USA', 'USA', 'English')
AND mi_idx.info < '4100000002'
AND t.production_year > 1948;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'countries'
AND it2.info = 'rating'
AND k.keyword IN ('murder', 'murder', 'murder', 'murder', 'murder')
AND kt.kind = 'movie'
AND mi.info IN ('Drama', 'Color', 'Color', 'USA', 'English')
AND mi_idx.info < '4.8'
AND t.production_year > 2011;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'countries'
AND it2.info = 'votes'
AND k.keyword IN ('raw-recruit', 'reference-to-allen-ludden', 'hobble', 'messiness', 'psychological-testing')
AND kt.kind = 'movie'
AND mi.info IN ('English', 'English', 'USA', 'Black and White', 'Drama')
AND mi_idx.info < '15'
AND t.production_year > 1959;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'genres'
AND it2.info = 'rating'
AND k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')
AND kt.kind = 'movie'
AND mi.info IN ('English', 'English', 'English', 'English', 'Short')
AND mi_idx.info < '9'
AND t.production_year > 2012;",0,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) IndexScan(t cat_title_1_pkey) SeqScan(kt) NestLoop(k mk) NestLoop(k mk mi_idx) NestLoop(it2 k mk mi_idx) NestLoop(it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi t) NestLoop(it1 it2 k mk mi_idx mi t kt) Leading((((it1 ((it2 ((k mk) mi_idx)) mi)) t) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'release dates'
AND it2.info = 'rating'
AND k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'independent-film', 'independent-film')
AND kt.kind = 'movie'
AND mi.info IN ('HKD 4,000,000', 'France:5 October 2009', 'Amber is a teenage girl feeling out of place, dreaming to move to ""The Windy City"" - Chicago. She seeks every opportunity to get away. Convinces all her friends to take a road trip, to look at an apartment that''s being held off the market for her sake by an acquaintance. But the car breaks down, making her stressed out about the deadline; to be there, with cash, in less than 20 hours, if she doesn''t want the apartment given away to another bidder. Amber tries everything, even stopping the driver of a semi-truck by the road and bribes him, to lend them a lift in the back of his trailer.', 'Two nuns come to Rome to protest to an airline about its jet planes which have been flying over their convent school, disrupting teaching of the little orphans who study there and damaging the ancient fresco of their patron saint through sound vibrations.', 'Stainer: But he drives a shit box so you have to deduct a point.::Kirk: What is wrong with my neon?::Stainer: Oh I don''t know except the people who make that car don''t even like it.')
AND mi_idx.info < '6.0'
AND t.production_year > 1970;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'countries'
AND it2.info = 'rating'
AND k.keyword IN ('husband-wife-relationship', 'family-relationships', 'death', 'death', 'hardcore')
AND kt.kind = 'movie'
AND mi.info IN ('Color', 'English', 'English', 'USA', 'Color')
AND mi_idx.info < '8'
AND t.production_year > 2010;",0,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) IndexScan(t cat_title_1_pkey) SeqScan(kt) NestLoop(k mk) NestLoop(k mk mi_idx) NestLoop(it2 k mk mi_idx) NestLoop(it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi t) NestLoop(it1 it2 k mk mi_idx mi t kt) Leading((((it1 ((it2 ((k mk) mi_idx)) mi)) t) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'genres'
AND it2.info = 'votes'
AND k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')
AND kt.kind = 'movie'
AND mi.info IN ('Mono', 'Mono', 'Drama', 'Mono', 'Mono')
AND mi_idx.info < '16'
AND t.production_year > 1920;",0,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) IndexScan(t cat_title_1_pkey) SeqScan(kt) NestLoop(k mk) NestLoop(k mk mi_idx) NestLoop(it2 k mk mi_idx) NestLoop(it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi t) NestLoop(it1 it2 k mk mi_idx mi t kt) Leading((((it1 ((it2 ((k mk) mi_idx)) mi)) t) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'genres'
AND it2.info = 'rating'
AND k.keyword IN ('husband-wife-relationship', 'family-relationships', 'blood', 'husband-wife-relationship', 'family-relationships')
AND kt.kind = 'movie'
AND mi.info IN ('USA', 'PFM:35 mm', 'English', 'Comedy', 'Comedy')
AND mi_idx.info < '5.3'
AND t.production_year > 1934;",0,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) IndexScan(t cat_title_1_pkey) SeqScan(kt) NestLoop(k mk) NestLoop(k mk mi_idx) NestLoop(it2 k mk mi_idx) NestLoop(it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi) NestLoop(it1 it2 k mk mi_idx mi t) NestLoop(it1 it2 k mk mi_idx mi t kt) Leading((((it1 ((it2 ((k mk) mi_idx)) mi)) t) kt)) */
"SELECT MIN(mi_idx.info) AS rating, MIN(t.title) AS northern_dark_movie
FROM cat_info_type_1 AS it1,
   cat_info_type_1 AS it2,
   cat_keyword_1 AS k,
   cat_kind_type_1 AS kt,
   cat_movie_info_1 AS mi,
   cat_movie_info_idx_1 AS mi_idx,
   cat_movie_keyword_1 AS mk,
   cat_title_1 AS t
WHERE kt.id = t.kind_id
AND t.id = mi.movie_id
AND t.id = mk.movie_id
AND t.id = mi_idx.movie_id
AND mk.movie_id = mi.movie_id
AND mk.movie_id = mi_idx.movie_id
AND mi.movie_id = mi_idx.movie_id
AND k.id = mk.keyword_id
AND it1.id = mi.info_type_id
AND it2.id = mi_idx.info_type_id
AND it1.info = 'genres'
AND it2.info = 'votes'
AND k.keyword IN ('based-on-play', 'female-nudity', 'based-on-play', 'female-nudity', 'based-on-play')
AND kt.kind = 'movie'
AND mi.info IN ('Comedy', 'PCS:Spherical', 'Comedy', 'Comedy', 'PCS:Spherical')
AND mi_idx.info < '4.9'
AND t.production_year > 1962;",2,/*+  SeqScan(it1) SeqScan(it2) SeqScan(k) IndexScan(mk keyword_id_movie_keyword_cat_1) IndexScan(t cat_title_1_pkey) IndexScan(mi_idx movie_id_movie_info_idx_cat_1) IndexScan(mi movie_id_movie_info_cat_1) SeqScan(kt) NestLoop(k mk) NestLoop(k mk t) NestLoop(k mk t mi_idx) NestLoop(it2 k mk t mi_idx) NestLoop(it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi) NestLoop(it1 it2 k mk t mi_idx mi kt) Leading(((it1 ((it2 (((k mk) t) mi_idx)) mi)) kt)) */
