Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',50
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",10
mi,mi.info IN ('Bulgaria'),1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",5
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",5
mi,"mi.info IN ('USA', 'America')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",18
mi,"mi.info IN ('Drama', 'Horror')",2
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",1
mi,"mi.info IN ('Horror', 'Thriller')",2
mi,"mi.info IN ('Germany', 'German')",1
t,t.production_year > 2010,11
t,t.production_year > 2000,21
t,t.production_year > 1990,5
t,t.production_year > 2005,7
t,t.production_year > 2014,2
t,t.production_year > 2008,1
t,t.production_year > 2009,2
t,t.production_year > 1950,1
