Table,Condition,Frequency
cn,cn.country_code = '[us]',45
cn,cn.country_code = '[jp]',1
cn,cn.country_code = '[nl]',2
cn,cn.country_code = '[ru]',1
cn,cn.country_code = '[de]',1
k,k.keyword = 'character-name-in-title',26
k,k.keyword = 'marvel-cinematic-universe',6
k,k.keyword = 'computer-animation',6
k,k.keyword = 'sequel',12
n,n.name LIKE '%I%',2
n,n.name LIKE 'Z%',1
n,n.name LIKE '%E%',4
n,n.name LIKE '%X%',1
n,n.name LIKE 'X%',2
n,n.name LIKE 'I%',2
n,n.name LIKE '%O%',3
n,n.name LIKE 'E%',1
n,n.name LIKE 'A%',2
n,n.name LIKE '%Z%',2
n,n.name LIKE 'G%',2
n,n.name LIKE '%Yo%',2
n,n.name LIKE '%T%',1
n,n.name LIKE '%G%',2
n,n.name LIKE '%U%',1
n,n.name LIKE 'F%',1
n,n.name LIKE '%J%',2
n,n.name LIKE '%P%',2
n,n.name LIKE '%Downey%Robert%',5
n,n.name LIKE '%C%',1
n,n.name LIKE 'B%',2
n,n.name LIKE '%L%',1
n,n.name LIKE '%S%',1
n,n.name LIKE 'J%',2
n,n.name LIKE '%B%',1
n,n.name LIKE '%Angel%',1
n,n.name LIKE '%Q%',1
n,n.name LIKE 'M%',1
n,n.name LIKE 'D%',1
