Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'crew')",50
cct2,cct.kind = 'complete+verified',41
cct2,cct.kind = 'complete',9
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",24
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",24
ci,"ci.note IN ('(producer)', '(executive producer)')",1
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",1
it_mi,it.info = 'countries',25
it_mi,it.info = 'genres',25
it_miidx,it.info = 'rating',41
it_miidx,it.info = 'votes',9
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",14
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",16
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",1
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",6
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",1
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",4
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",5
k,"k.keyword IN ('murder', 'murder-in-title')",1
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Horror', 'Thriller')",9
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",18
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",9
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",1
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('USA', 'America')",2
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",2
n,n.gender = 'm',50
t,t.production_year > 1990,39
t,t.production_year > 1950,11
