Table,Condition,Frequency
it_miidx,it.info = 'rating',42
it_miidx,it.info = 'votes',8
k,k.keyword LIKE '%sequel%',50
mi_idx,mi_idx.info > '8.0',15
mi_idx,mi_idx.info > '7.0',10
mi_idx,mi_idx.info > '6.5',6
mi_idx,mi_idx.info > '2.0',4
mi_idx,mi_idx.info > '9.0',3
mi_idx,mi_idx.info > '6.0',9
mi_idx,mi_idx.info > '5.0',3
t,t.production_year > 1950,4
t,t.production_year > 1990,6
t,t.production_year > 2010,14
t,t.production_year > 2000,11
t,t.production_year > 2005,11
t,t.production_year > 2009,3
t,t.production_year > 2008,1
