Table,Condition,Frequency
cn,cn.country_code = '[ar]',4
cn,cn.country_code = '[us]',22
cn,cn.country_code = '[fr]',7
cn,cn.country_code = '[fi]',6
cn,cn.country_code = '[ru]',6
cn,cn.country_code = '[it]',1
cn,cn.country_code = '[nl]',2
cn,cn.country_code = '[jp]',2
k,k.keyword = 'one-day',1
k,k.keyword = 'teenage-girl',4
k,k.keyword = 'sociopath',1
k,k.keyword = 'divorce',1
k,k.keyword = 'punched-in-the-face',1
k,k.keyword = 'land-developer',2
k,k.keyword = 'forensic-evidence',2
k,k.keyword = 'male-bonding',4
k,k.keyword = 'ritual-killing',1
k,k.keyword = 'reference-to-nietzsche',3
k,k.keyword = 'boyfriend-girlfriend-relationship',2
k,k.keyword = 'toilet',2
k,k.keyword = 'study-group',1
k,k.keyword = 'barbershop',1
k,k.keyword = 'marriage',4
k,k.keyword = 'suitcase',1
k,k.keyword = 'forensics',2
k,k.keyword = 'teenage-boy',2
k,k.keyword = 'high-school',1
k,k.keyword = 'deception',2
k,k.keyword = 'derelict-house',1
k,k.keyword = 'shot-in-the-face',1
k,k.keyword = 'stitch',1
k,k.keyword = 'pool-house',2
k,k.keyword = 'toaster-oven',1
k,k.keyword = 'parole-hearing',1
k,k.keyword = 'karate-kick',1
k,k.keyword = 'shot-to-death',1
k,k.keyword = 'sister-sister-relationship',1
k,k.keyword = 'gym',1
k,k.keyword = 'b-movie',1
n,n.name LIKE '%r%',4
n,n.name LIKE '%o%',8
n,n.name LIKE '%g%',2
n,n.name LIKE '%a%',6
n,n.name LIKE '%l%',5
n,n.name LIKE '%h%',2
n,"n.name LIKE '%,%'",4
n,n.name LIKE '%n%',3
n,n.name LIKE '%x%',1
n,n.name LIKE '%e%',3
n,n.name LIKE '%J%',1
n,n.name LIKE '%k%',1
n,n.name LIKE '%m%',1
n,n.name LIKE '%f%',1
n,n.name LIKE '%d%',1
n,n.name LIKE '%b%',1
n,n.name LIKE '%c%',2
n,n.name LIKE '%R%',1
n,n.name LIKE '%B%',1
n,n.name LIKE '%i%',1
n,n.name LIKE '%s%',1
