Table,Condition,Frequency
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%S%') AND mc.note NOT LIKE '%production%',1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%Philippines%') AND mc.note NOT LIKE '%DVD%',1
mc,(mc.note LIKE '%Canada%' OR mc.note LIKE '%DVD%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%media%') AND mc.note NOT LIKE '%i%',1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%USA%') AND mc.note NOT LIKE '%co%',1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%in%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%') AND mc.note NOT LIKE '%with%',1
mc,(mc.note LIKE '%2012%' OR mc.note LIKE '%Co%') AND mc.note NOT LIKE '%VHS%',1
mc,(mc.note LIKE '%media%' OR mc.note LIKE '%USA%') AND mc.note NOT LIKE '%association%',1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%VHS%') AND mc.note NOT LIKE '%1961%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%e%') AND mc.note NOT LIKE '%DVD%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%2011%') AND mc.note NOT LIKE '%2012%',1
mc,(mc.note LIKE '%for%' OR mc.note LIKE '%2011%') AND mc.note NOT LIKE '%TV%',1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%media%') AND mc.note NOT LIKE '%2010%',1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%with%') AND mc.note NOT LIKE '%edited%',1
mc,(mc.note LIKE '%2004%' OR mc.note LIKE '%2012%') AND mc.note NOT LIKE '%co%',1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%DVD%') AND mc.note NOT LIKE '%2009%',1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%in%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%') AND mc.note NOT LIKE '%production%',2
mc,(mc.note LIKE '%Union%' OR mc.note LIKE '%La%') AND mc.note NOT LIKE '%worldwide%',1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%USA%') AND mc.note NOT LIKE '%n%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%2006%') AND mc.note NOT LIKE '%association%',1
mc,(mc.note LIKE '%v%' OR mc.note LIKE '%1912%') AND mc.note NOT LIKE '%co%',1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%theatrical%') AND mc.note NOT LIKE '%a%',1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%2013%') AND mc.note NOT LIKE '%a%',1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%USA%') AND mc.note NOT LIKE '%XXX%',1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%t%') AND mc.note NOT LIKE '%association%',1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%i%') AND mc.note NOT LIKE '%a%',1
mc,(mc.note LIKE '%s%' OR mc.note LIKE '%co%') AND mc.note NOT LIKE '%TV%',1
mc,(mc.note LIKE '%co%' OR mc.note LIKE '%t%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%Non%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%DVD%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%media%') AND mc.note NOT LIKE '%in%',1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%n%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%association%') AND mc.note NOT LIKE '%with%',1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%production%') AND mc.note NOT LIKE '%USA%',1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%TV%') AND mc.note NOT LIKE '%2010%',1
mc,(mc.note LIKE '%co%' OR mc.note LIKE '%production%') AND mc.note NOT LIKE '%1912%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%DVD%') AND mc.note NOT LIKE '%co%',1
mc,(mc.note LIKE '%2010%' OR mc.note LIKE '%company%') AND mc.note NOT LIKE '%media%',1
mc,(mc.note LIKE '%co%' OR mc.note LIKE '%all%') AND mc.note NOT LIKE '%DVD%',1
mc,(mc.note LIKE '%as%' OR mc.note LIKE '%in%') AND mc.note NOT LIKE '%production%',1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%association%') AND mc.note NOT LIKE '%in%',1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%with%') AND mc.note NOT LIKE '%production%',1
mc,(mc.note LIKE '%s%' OR mc.note LIKE '%TV%') AND mc.note NOT LIKE '%2005%',1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%with%') AND mc.note NOT LIKE '%in%',1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%production%') AND mc.note NOT LIKE '%co%',1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%production%') AND mc.note NOT LIKE '%c%',1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%media%') AND mc.note NOT LIKE '%production%',1
ct,ct.kind = 'production companies',16
ct,ct.kind = 'distributors',34
it_miidx,it.info = 'rating',10
it_miidx,it.info = 'top 250 rank',16
it_miidx,it.info = 'votes',7
it_miidx,it.info = 'bottom 10 rank',11
it_miidx,it.info = 'votes distribution',6
