Table,Condition,Frequency
cct1,"cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')",19
cct1,"cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')",31
cct2,cct.kind = 'complete',26
cct2,cct.kind = 'complete+verified',24
ci,"ci.note IN ('(producer)', '(writer)', '(voice)', '(voice)', '(voice)')",1
ci,"ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')",4
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')",5
ci,"ci.note IN ('(producer)', '(uncredited)', '(associate producer)', '(associate producer)', '(producer)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",2
ci,"ci.note IN ('(associate producer)', '(writer)', '(associate producer)', '(production assistant)', '(writer)')",1
ci,"ci.note IN ('(co-executive producer)', '(co-executive producer)', '(production accountant)', '(production coordinator)', '(location manager)')",1
ci,"ci.note IN ('(voice)', '(producer)', '(voice)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(production accountant)', '(associate producer)', '(location manager)', '(archive footage)', '(associate producer)')",1
ci,"ci.note IN ('(writer)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')",1
ci,"ci.note IN ('(producer)', '(executive producer)', '(producer)', '(executive producer)', '(producer)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",4
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(voice)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')",7
ci,"ci.note IN ('(production assistant)', '(producer)', '(production assistant)', '(producer)', '(production assistant)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(producer)', '(executive producer)', '(executive producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(production accountant)', '(script supervisor)', '(co-executive producer)', '(creator)', '(creator)')",1
ci,"ci.note IN ('(supervising producer)', '(script supervisor)', '(uncredited)', '(production coordinator)', '(uncredited)')",1
ci,"ci.note IN ('(production accountant)', '(production accountant)', '(script supervisor)', '(location manager)', '(set production assistant)')",1
ci,"ci.note IN ('(producer)', '(voice)', '(voice)', '(voice)', '(uncredited)')",1
ci,"ci.note IN ('(set production assistant)', '(line producer)', '(line producer)', '(set production assistant)', '(production assistant) (uncredited)')",1
