Table,Condition,Frequency
mi,(mi.info LIKE '%33%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%fat%' OR mi.info LIKE '%i%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%OFM%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%i%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%day%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%C%' OR mi.info LIKE '%Black%'),1
mi,(mi.info LIKE '%OFM%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%Thank%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%OFM%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%and%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%i%'),2
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%s%'),2
mi,(mi.info LIKE '%Germans%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%arm%'),1
mi,(mi.info LIKE '%Lee%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%e%'),1
mi,(mi.info LIKE '%33%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%feminine%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%E%' OR mi.info LIKE '%Black%'),1
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%c%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%M%'),2
mi,(mi.info LIKE '%OFM%' OR mi.info LIKE '%M%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%m%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%PCS%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%OFM%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%Spherical%'),1
mi,(mi.info LIKE '%qv%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%USA%'),1
mi,(mi.info LIKE '%C%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%Black%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%PCS%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%d%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%S%'),1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",4
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(voice)', '(uncredited)', '(uncredited)')",1
ci,"ci.note IN ('(creator)', '(writer)', '(writer)', '(writer)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",8
ci,"ci.note IN ('(voice)', '(creator)', '(voice)', '(creator)', '(adprom manager)')",1
ci,"ci.note IN ('(executive producer) (as Howard W. Koch Jr.)', '(assistant to aaron k. parry)', '(uncredited)', '(chaperone) (as Ben Perkins)', '(program unit: Antenne 2)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(actors director)', '(voice)', '(adprom manager)')",1
