Table,Condition,Frequency
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',6
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',3
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',4
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',6
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',4
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',6
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',3
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',1
cct1,"cct1.kind IN ('cast', 'crew')",50
cct2,cct2.kind = 'complete+verified',30
cct2,cct2.kind = 'complete',20
ct,ct.kind = 'production companies',50
k,k.keyword = 'sequel',31
k,k.keyword = 'character-name-in-title',19
lt,lt.link LIKE '%follow%',48
lt,lt.link LIKE '%follows%',2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",12
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",7
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",10
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",5
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",2
mi,"mi.info IN ('Horror', 'Thriller')",6
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",6
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
t,t.production_year > 1990 AND t.production_year < 2008,5
t,t.production_year > 1990 AND t.production_year < 2014,4
t,t.production_year > 1950 AND t.production_year < 1995,2
t,t.production_year > 1950 AND t.production_year < 2010,11
t,t.production_year > 1990 AND t.production_year < 2010,9
t,t.production_year > 1990 AND t.production_year < 2000,3
t,t.production_year > 1950 AND t.production_year < 2005,2
t,t.production_year > 1950 AND t.production_year < 2007,1
t,t.production_year > 1950 AND t.production_year < 2008,2
t,t.production_year > 1990 AND t.production_year < 2005,2
t,t.production_year > 1950 AND t.production_year < 2015,2
t,t.production_year > 1990 AND t.production_year < 2007,1
t,t.production_year > 1990 AND t.production_year < 2015,3
t,t.production_year > 1950 AND t.production_year < 2000,1
t,t.production_year > 1950 AND t.production_year < 2014,1
t,t.production_year > 1950 AND t.production_year < 1984,1
