Table,Condition,Frequency
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%201%'),2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%200%'),2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%200%'),2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'Japan:%201%'),2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'Japan:%2007%'),1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:% 200%'),4
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%'),1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:% 199%'),4
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:%200%'),2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%'),4
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'Japan:%200%'),2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%200%'),3
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%2008%'),2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%200%'),1
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%200%'),1
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:% 199%'),2
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%2007%'),2
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%201%'),1
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:% 200%'),1
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:% 200%'),1
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'Japan:%201%'),1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:% 199%'),1
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%2008%'),1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'Japan:%2007%'),1
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'Japan:%200%'),1
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'Japan:%201%'),1
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",46
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",4
cn,cn.country_code = '[us]',39
cn,cn.country_code = '[nl]',5
cn,cn.country_code = '[de]',2
cn,cn.country_code = '[ru]',2
cn,cn.country_code = '[jp]',2
it_mi,it.info = 'release dates',50
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",14
k,"k.keyword IN ('murder', 'murder-in-title')",4
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",3
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",13
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",2
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",8
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",2
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",2
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",1
n,n.gender = 'f' AND n.name LIKE '%I%',1
n,n.gender = 'f' AND n.name LIKE '%V%',2
n,n.gender = 'f' AND n.name LIKE '%Angel%',1
n,n.gender = 'f' AND n.name LIKE '%O%',3
n,n.gender = 'f' AND n.name LIKE 'N%',2
n,n.gender = 'f' AND n.name LIKE 'H%',1
n,n.gender = 'm' AND n.name LIKE 'O%',1
n,n.gender = 'f' AND n.name LIKE '%Ang%',1
n,n.gender = 'f' AND n.name LIKE '%F%',2
n,n.gender = 'f' AND n.name LIKE 'R%',1
n,n.gender = 'f' AND n.name LIKE '%B%',4
n,n.gender = 'f' AND n.name LIKE '%H%',1
n,n.gender = 'm' AND n.name LIKE 'S%',1
n,n.gender = 'f' AND n.name LIKE '%An%',3
n,n.gender = 'f' AND n.name LIKE '%R%',3
n,n.gender = 'f' AND n.name LIKE '%L%',3
n,n.gender = 'f' AND n.name LIKE 'L%',1
n,n.gender = 'f' AND n.name LIKE 'Z%',2
n,n.gender = 'f' AND n.name LIKE '%Q%',1
n,n.gender = 'm' AND n.name LIKE 'P%',1
n,n.gender = 'f' AND n.name LIKE '%S%',2
n,n.gender = 'f' AND n.name LIKE 'F%',1
n,n.gender = 'f' AND n.name LIKE '%E%',1
n,n.gender = 'f' AND n.name LIKE 'P%',1
n,n.gender = 'f' AND n.name LIKE '%Yo%',1
n,n.gender = 'm' AND n.name LIKE 'B%',1
n,n.gender = 'f' AND n.name LIKE '%J%',1
n,n.gender = 'f' AND n.name LIKE '%D%',1
n,n.gender = 'm' AND n.name LIKE '%F%',1
n,n.gender = 'f' AND n.name LIKE 'O%',1
n,n.gender = 'm' AND n.name LIKE '%U%',1
n,n.gender = 'f' AND n.name LIKE '%Z%',1
n,n.gender = 'f' AND n.name LIKE '%K%',1
n,n.gender = 'f' AND n.name LIKE 'G%',1
rt,rt.role = 'actress',44
rt,rt.role = 'actor',6
