Table,Condition,Frequency
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%theatrical%'),4
mc,(mc.note LIKE '%all%' OR mc.note LIKE '%2004%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%USA%'),2
mc,(mc.note LIKE '%media%' OR mc.note LIKE '%USA%'),2
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%USA%'),3
mc,(mc.note LIKE '%2009%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%2013%' OR mc.note LIKE '%1943%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%1986%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%theatrical%'),2
mc,(mc.note LIKE '%Argentina%' OR mc.note LIKE '%2004%'),1
mc,(mc.note LIKE '%1911%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%1911%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%in%'),1
mc,(mc.note LIKE '%Japan%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%special%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1917%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%association%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%1915%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%worldwide%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%2011%'),1
mc,(mc.note LIKE '%Brazil%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%1910%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%production%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%co%'),1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%with%'),1
mc,(mc.note LIKE '%version%' OR mc.note LIKE '%2009%'),1
mc,(mc.note LIKE '%1913%' OR mc.note LIKE '%Productions%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%in%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%1912%'),1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%laserdisc%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%mm%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%35%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%It%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%r%'),2
mi,(mi.info LIKE '%i%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%h%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%me%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%Black%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%man%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%i%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%mm%'),1
mi,(mi.info LIKE '%PCS%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%RAT%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%White%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%S%'),2
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%gets%'),1
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%White%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%one%'),1
mi,(mi.info LIKE '%h%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%is%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%Spherical%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%D%' OR mi.info LIKE '%Spherical%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%c%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%c%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%i%' OR mi.info LIKE '%1%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%o%'),1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",21
ci,"ci.note IN ('(uncredited)', '(producer)', '(uncredited)', '(producer)', '(producer)')",1
