Table,Condition,Frequency
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%U%'),2
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%?%' OR mc.note LIKE '%?%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%)%'),2
mc,(mc.note LIKE '%D%' OR mc.note LIKE '%y%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%y%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%H%' OR mc.note LIKE '%V%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%p%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%H%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%A%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%1%'),1
mc,(mc.note LIKE '%u%' OR mc.note LIKE '%u%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%1%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%(%'),3
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%T%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%N%'),1
mc,(mc.note LIKE '%5%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%H%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%t%'),1
