Table,Condition,Frequency
ci,ci.note = '(voice)',26
ci,ci.note = '(voice) (uncredited)',5
ci,ci.note = '(director of photography)',5
ci,ci.note = '(teamster)',1
ci,ci.note = '(assistant accountant)',3
ci,ci.note = '(uncredited)',119
ci,ci.note = '(locations)',1
ci,ci.note = '(payroll accountant) (uncredited)',3
ci,ci.note = '(wrangler)',1
ci,ci.note = '(production assistant)',20
ci,ci.note = '(screenplay)',15
ci,ci.note = '(set production assistant) (uncredited)',2
ci,ci.note = '(chef)',2
ci,ci.note = '(producer)',27
ci,ci.note = '(credit only)',3
ci,ci.note = '(craft service)',1
ci,ci.note = '(archive footage)',8
ci,ci.note = '(executive producer)',11
ci,ci.note = '(characters)',2
ci,ci.note = '(1984)',1
ci,ci.note = '(epk producer)',1
ci,ci.note = '(location manager)',13
ci,ci.note = '(publicist)',1
ci,ci.note = '(assistant auditor)',1
ci,ci.note = '(animal coordinator)',1
ci,ci.note = '(acting coach) (uncredited)',2
ci,ci.note = '(location scout)',3
ci,ci.note = '(line producer)',3
ci,ci.note = '(first accountant)',1
ci,ci.note = '(continuity)',2
ci,ci.note = '(co-producer)',8
ci,ci.note = '(security)',1
ci,ci.note = '(set production assistant)',2
ci,ci.note = '(writer)',3
ci,ci.note = '(additional script supervisor)',1
ci,ci.note = '(production assistant) (uncredited)',8
ci,ci.note = '(co-producer) (uncredited)',1
ci,ci.note = '(adaptation) (uncredited)',1
ci,ci.note = '(2012)',1
ci,ci.note = '(1986)',1
ci,ci.note = '(written by)',10
ci,ci.note = '(adr loop group)',1
ci,ci.note = '(researcher) (uncredited)',1
ci,ci.note = '(production coordinator)',4
ci,ci.note = '(script supervisor)',5
ci,ci.note = '(caterer)',1
ci,ci.note = '(producer) (uncredited)',1
ci,ci.note = '(associate producer)',3
ci,ci.note = '(creative consultant)',1
ci,ci.note = '(script supervisor) (uncredited)',1
ci,ci.note = '(assistant production coordinator)',1
ci,ci.note = '(lighting director)',1
ci,ci.note = '(production accountant)',5
ci,ci.note = '(additional production assistant)',1
ci,ci.note = '(video producer)',1
ci,ci.note = '(presenter)',1
ci,ci.note = '(assistant location manager)',2
ci,ci.note = '(second assistant accountant)',1
ci,ci.note = '(action arranger)',1
ci,ci.note = '(animal trainer)',1
ci,ci.note = '(story)',6
ci,ci.note = '(story editor)',2
ci,ci.note = '(assistant coordinator)',1
ci,ci.note = '(teleplay)',1
ci,ci.note = '(assistant to producers)',1
ci,ci.note = '(voice: English version)',1
ci,"ci.note = '(segment 4 ""Mannikins of Horror"")'",1
ci,ci.note = '(production associate)',1
ci,ci.note = '(creator)',1
ci,ci.note = '(technical advisor) (uncredited)',1
ci,ci.note = '(original screenplay)',1
