Table,Condition,Frequency
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%Video%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Columbia%' OR cn.name LIKE '%BBC%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%ZDF%' OR cn.name LIKE '%Video%') AND cn.country_code != '[kg]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Film%') AND cn.country_code != '[au]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%W%') AND cn.country_code != '[bw]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Corporation%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[tj]',1
cn,(cn.name LIKE '%CBS%' OR cn.name LIKE '%A%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Columbia%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%p%') AND cn.country_code != '[cu]',1
cn,(cn.name LIKE '%20th%' OR cn.name LIKE '%Corporation%') AND cn.country_code != '[cd]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%Productions%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%CBS%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[ao]',1
cn,(cn.name LIKE '%British%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%BBC%' OR cn.name LIKE '%Home%') AND cn.country_code != '[ie]',1
cn,(cn.name LIKE '%American%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%BBC%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Corporation%') AND cn.country_code != '[si]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%och%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Singhania%') AND cn.country_code != '[ie]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Video%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%Ltd%' OR cn.name LIKE '%Video%') AND cn.country_code != '[kh]',1
cn,(cn.name LIKE '%ABC%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%British%' OR cn.name LIKE '%Company%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Cinema%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Corporation%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[at]',1
cn,(cn.name LIKE '%Factory%' OR cn.name LIKE '%Home%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%CBS%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[sg]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%a%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Editori%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[mo]',1
cn,(cn.name LIKE '%British%' OR cn.name LIKE '%Corporation%') AND cn.country_code != '[de]',2
cn,(cn.name LIKE '%British%' OR cn.name LIKE '%Company%') AND cn.country_code != '[al]',1
cn,(cn.name LIKE '%Desert%' OR cn.name LIKE '%Corporation%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Video%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%YLE%' OR cn.name LIKE '%British%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Welcome%') AND cn.country_code != '[ht]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%National%') AND cn.country_code != '[cshh]',1
cn,(cn.name LIKE '%Corporation%' OR cn.name LIKE '%Board%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%DÃ¼sseldorf%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[ne]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%CBS%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Productions%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%Television%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Producers%' OR cn.name LIKE '%CBS%') AND cn.country_code != '[lu]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%J%' OR cn.name LIKE '%BBC%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[de]',1
ct,ct.kind = 'production companies',29
ct,ct.kind = 'distributors',21
k,k.keyword = 'character-name-in-title',1
k,k.keyword = 'female-nudity',7
k,k.keyword = 'based-on-novel',7
k,k.keyword = 'murder',9
k,k.keyword = 'nudity',4
k,k.keyword = 'hardcore',2
k,k.keyword = 'sex',8
k,k.keyword = 'based-on-play',1
k,k.keyword = 'finnish-men',1
k,k.keyword = 'independent-film',3
k,k.keyword = 'softcore',1
k,k.keyword = 'number-in-title',3
k,k.keyword = 'bare-breasts',2
k,k.keyword = 'martial-arts',1
mi,"mi.info IN ('OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('Black and White', 'English', 'Color', 'English', 'English')",1
mi,"mi.info IN ('Black and White', 'USA', 'USA', 'Mono', 'Black and White')",1
mi,"mi.info IN ('RAT:1.33 : 1', 'RAT:1.33 : 1', 'RAT:1.33 : 1', 'RAT:1.33 : 1', 'RAT:1.33 : 1')",6
mi,"mi.info IN ('Dolby Surround', 'CLV', 'Comedy', 'PCS:Spherical', 'Film')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",5
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",6
mi,"mi.info IN ('PFM:35 mm', 'OFM:35 mm', 'USA', 'USA', 'PFM:35 mm')",1
mi,"mi.info IN ('PFM:35 mm', 'Mono', 'PFM:35 mm', 'Mono', 'PFM:35 mm')",1
mi,"mi.info IN ('Drama', 'Drama', 'Drama', 'Drama', 'Drama')",4
mi,"mi.info IN ('USA', 'Mono', 'Mono', 'PFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('Mono', 'English', 'Color', 'Mono', 'Mono')",1
mi,"mi.info IN ('English', 'English', 'English', 'English', 'English')",5
mi,"mi.info IN ('Color', 'Mono', 'Color', 'USA', 'English')",1
mi,"mi.info IN ('English', 'Color', 'Color', 'Color', 'Color')",2
mi,"mi.info IN ('Film', 'Black and White', 'Action', 'UK', 'NTSC')",1
mi,"mi.info IN ('English', 'Color', 'Color', 'English', 'Color')",1
mi,"mi.info IN ('RAT:1.33 : 1', 'PFM:35 mm', 'PFM:35 mm', 'OFM:35 mm', 'USA')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'English')",1
mi,"mi.info IN ('RAT:1.33 : 1', 'Stereo', 'OFM:35 mm', 'USA', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('Color', 'Black and White', 'Color', 'Black and White', 'Color')",1
mi,"mi.info IN ('Color', 'English', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('Mono', 'Mono', 'Mono', 'Mono', 'Mono')",2
mi,"mi.info IN ('PFM:35 mm', '-', 'PFM:35 mm', '-', 'PFM:35 mm')",1
mi,"mi.info IN ('-', '-', '-', '-', '-')",1
mi,"mi.info IN ('UK:15', 'Finland:K-16', '2', 'Horror', 'USA:R')",1
mi,"mi.info IN ('Movie', 'Comedy', 'CLV', 'PCS:Spherical', 'Comedy')",1
t,t.production_year > 1976 AND t.production_year < 1985,1
t,t.production_year > 1985 AND t.production_year < 1986,1
t,t.production_year > 1967 AND t.production_year < 1973,1
t,t.production_year > 1963 AND t.production_year < 1982,1
t,t.production_year > 1980 AND t.production_year < 1989,1
t,t.production_year > 1962 AND t.production_year < 1969,1
t,t.production_year > 1969 AND t.production_year < 1969,1
t,t.production_year > 1961 AND t.production_year < 1991,1
t,t.production_year > 1975 AND t.production_year < 1987,1
t,t.production_year > 1989 AND t.production_year < 1992,1
t,t.production_year > 1966 AND t.production_year < 1987,1
t,t.production_year > 1977 AND t.production_year < 1989,1
t,t.production_year > 1978 AND t.production_year < 1993,1
t,t.production_year > 1967 AND t.production_year < 1970,1
t,t.production_year > 1967 AND t.production_year < 1978,1
t,t.production_year > 1975 AND t.production_year < 1983,1
