Table,Condition,Frequency
it_mi,it.info = 'certificates',28
it_mi,it.info = 'tech info',8
it_mi,it.info = 'genres',8
it_mi,it.info = 'locations',1
it_mi,it.info = 'sound mix',1
it_mi,it.info = 'languages',1
it_mi,it.info = 'countries',1
it_mi,it.info = 'budget',2
it_miidx,it.info = 'votes distribution',15
it_miidx,it.info = 'rating',17
it_miidx,it.info = 'votes',18
k,"k.keyword IN ('mÃ©nage-Ã -trois', 'radio-transmission', 'gaia-university', 'simony', 'train-depot')",1
k,"k.keyword IN ('mÃ©nage-Ã -trois', 'long-distance-love', 'application-form', 'senigallia-italy', 'listeria')",1
k,"k.keyword IN ('girlfriend-girlfriend-relationship', 'macrobiotic-souffle', 'tree-bark', 'fetish-sex', 'norman-mailer')",1
k,"k.keyword IN ('vegetarian', 'Ã¶sanya', 'medical-education', 'hoosier', '1911-colt-pistol')",1
k,"k.keyword IN ('racial-violence', 'linnaeusstraat', 'sistine-chapel', 'long-swim', 'thunderbolt')",1
k,"k.keyword IN ('dancer', 'belly-wound', 'social-psychology', 'salicylate', 'ancient-troy')",1
k,"k.keyword IN ('holding-hands', 'photo-shop', 'pretend-suicide', 'wolf-pack', 'cooking-class')",1
k,"k.keyword IN ('class', 'bowling-team', 'prince-de-condÃ©', 'church-bell', 'cat-lover')",1
k,"k.keyword IN ('hot-dog-stand', 'picture-of-mother', 'jockey', 'gold-bug', 'driving-instructor')",1
k,"k.keyword IN ('hat', 'panama-hat', 'muslim-extremist', 'butt-plug', 'national-defence')",1
k,"k.keyword IN ('subjective-camera', 'happy-love', 'innocent-people', 'shot-in-a-church', 'clothier')",1
k,"k.keyword IN ('abuse-of-power', 'owl-fountain', 'starfighters', 'doco', 'several-lives')",1
k,"k.keyword IN ('record-player', 'wedding-anniversary', 'bird-feet', 'monterrey-mexico', 'teen-drama')",1
k,"k.keyword IN ('friend', 'female-terminator', 'divorcÃ©', 'ski-contest', 'security-firm')",1
k,"k.keyword IN ('friend', 'intent-to-kill', 'napalm-bombing', 'swivel-chair', 'sanctimony')",1
k,"k.keyword IN ('friend', 'log-rolling', 'multiple-identities', 'meth', 'dam')",1
k,"k.keyword IN ('mÃ©nage-Ã -trois', 'grammar-correction', 'music-stand', 'irvine-california', 'analogy')",1
k,"k.keyword IN ('class', 'scotch-whiskey', 'alien-conspiracy', 'cold-case', 'tank-battle')",1
k,"k.keyword IN ('record-player', 'anosmia', 'twisted-ankle', 'burn-blister', 'alligator-bag')",1
k,"k.keyword IN ('jazz-music', 'sports-club', 'sexual-intercourse', 'low-blow', 'printing')",1
k,"k.keyword IN ('eccentric', 'railroad-executive', 'ojibwa-tribe', 'napoleon-iii', 'concerto')",1
k,"k.keyword IN ('record-player', 'victory-day', 'year-1923', 'jesuscentric', 'motel-room-fire')",1
k,"k.keyword IN ('transformation', 'oil-well-derrick', 'united-states-army', 'flag-football', 'parking-lot')",1
k,"k.keyword IN ('smuggling', 'gun-as-gift', 'tunnel-construction', 'rapid-fire-theatre', 'newborn')",1
k,"k.keyword IN ('1930s', 'chased-down-street', 'tennis-match', 'cortisone', 'brazilian-voodoo')",1
k,"k.keyword IN ('class', 'sick-horse', 'bricomarche-france', 'cuenca', 'revolutionary-song')",1
k,"k.keyword IN ('dining-hall', 'literature-excerpt', 'last-woman-on-earth', 'limping', 'shadow-demon')",1
k,"k.keyword IN ('mÃ©nage-Ã -trois', 'goofy', 'police-squad', 'ski-face-mask', 'alhambra-spain')",1
k,"k.keyword IN ('beaten-to-death', 'soviet-communist', 'whip-manufacture', 'over-react', 'maritime-history')",1
k,"k.keyword IN ('loneliness', 'commander', 'rooftop-escape', 'toilet-sex', 'burkina-faso')",1
k,"k.keyword IN ('eaten-alive', 'playing-a-lute', 'myth-of-narcissus', 'switched-luggage', 'swedish-police')",1
k,"k.keyword IN ('class', 'televison-culture', 'freedom-seeker', 'evil-capitalist', 'horns')",1
k,"k.keyword IN ('record-player', 'eczema', 'friendly-neighbor', 'railroad-track', 'nail-polish-remover')",1
k,"k.keyword IN ('recital', 'bisexual-vampire', 'nixon', 'work-accident', 'leather-pants')",1
k,"k.keyword IN ('compulsiveness', 'watching-one''s-self', 'van-helsing', 'wally-walrus', 'military-regime')",1
