Table,Condition,Frequency
it_miidx,it.info = 'rating',19
it_miidx,it.info = 'votes',24
it_miidx,it.info = 'votes distribution',7
k,k.keyword LIKE '%h%',1
k,k.keyword LIKE '%having%',1
k,k.keyword LIKE '%m%',1
k,k.keyword LIKE '%r%',6
k,k.keyword LIKE '%character%',2
k,k.keyword LIKE '%e%',5
k,k.keyword LIKE '%father%',2
k,k.keyword LIKE '%o%',3
k,k.keyword LIKE '%x%',3
k,k.keyword LIKE '%double%',1
k,k.keyword LIKE '%on%',3
k,k.keyword LIKE '%novel%',1
k,k.keyword LIKE '%n%',1
k,k.keyword LIKE '%d%',4
k,k.keyword LIKE '%in%',4
k,k.keyword LIKE '%s%',3
k,k.keyword LIKE '%film%',1
k,k.keyword LIKE '%l%',1
k,k.keyword LIKE '%nudity%',1
k,k.keyword LIKE '%title%',1
k,k.keyword LIKE '%family%',1
k,k.keyword LIKE '%t%',1
k,k.keyword LIKE '%chested%',1
k,k.keyword LIKE '%a%',1
k,k.keyword LIKE '%name%',1
mi_idx,mi_idx.info > '5.1',2
mi_idx,mi_idx.info > '0000001222',1
mi_idx,mi_idx.info > '10',2
mi_idx,mi_idx.info > '14',2
mi_idx,mi_idx.info > '18',2
mi_idx,mi_idx.info > '8',2
mi_idx,mi_idx.info > '8.5',1
mi_idx,mi_idx.info > '7.0',2
mi_idx,mi_idx.info > '5.6',4
mi_idx,mi_idx.info > '6',4
mi_idx,mi_idx.info > '7',5
mi_idx,mi_idx.info > '5',2
mi_idx,mi_idx.info > '16',1
mi_idx,mi_idx.info > '4.5',1
mi_idx,mi_idx.info > '7.2',2
mi_idx,mi_idx.info > '5.9',1
mi_idx,mi_idx.info > '4..0.020.0',1
mi_idx,mi_idx.info > '12',1
mi_idx,mi_idx.info > '..0.042.01',1
mi_idx,mi_idx.info > '2100.002.2',1
mi_idx,mi_idx.info > '6.2',1
mi_idx,mi_idx.info > '6.9',1
mi_idx,mi_idx.info > '33',1
mi_idx,mi_idx.info > '...0013111',1
mi_idx,mi_idx.info > '6.7',2
mi_idx,mi_idx.info > '11',1
mi_idx,mi_idx.info > '13',1
mi_idx,mi_idx.info > '0..1101.13',1
mi_idx,mi_idx.info > '7.5',1
mi_idx,mi_idx.info > '5.7',1
mi_idx,mi_idx.info > '7.9',1
t,t.production_year > 2009,6
t,t.production_year > 1969,1
t,t.production_year > 1979,1
t,t.production_year > 1989,1
t,t.production_year > 2006,3
t,t.production_year > 2004,4
t,t.production_year > 1999,2
t,t.production_year > 2002,1
t,t.production_year > 1982,1
t,t.production_year > 1998,2
t,t.production_year > 1992,1
t,t.production_year > 1984,1
t,t.production_year > 1993,1
t,t.production_year > 1995,1
t,t.production_year > 1890,1
t,t.production_year > 1981,2
t,t.production_year > 2003,1
t,t.production_year > 2011,2
t,t.production_year > 2008,1
t,t.production_year > 2007,2
t,t.production_year > 2012,3
t,t.production_year > 2000,1
t,t.production_year > 1977,1
t,t.production_year > 2010,2
t,t.production_year > 2005,2
t,t.production_year > 1978,1
t,t.production_year > 1908,1
t,t.production_year > 1994,1
t,t.production_year > 1970,1
t,t.production_year > 1914,1
t,t.production_year > 1991,1
