Table,Condition,Frequency
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%2007%') AND mi.note LIKE '%internet%',4
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',4
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'Japan:%201%') AND mi.note LIKE '%internet%',4
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:% 199%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%2008%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',3
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',6
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%2008%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'Japan:%200%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:%2008%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:% 200%' OR mi.info LIKE 'USA:%201%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%200%' OR mi.info LIKE 'USA:%201%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'Japan:%2007%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%201%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:%200%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%2008%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'USA:%201%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',2
mi,(mi.info LIKE 'USA:%2008%' OR mi.info LIKE 'USA:%201%') AND mi.note LIKE '%internet%',1
mi,(mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:% 200%') AND mi.note LIKE '%internet%',1
cct,cct.kind = 'complete+verified',40
cct,cct.kind = 'complete',10
cn,cn.country_code = '[us]',50
it_mi,it.info = 'release dates',50
kt,"kt.kind IN ('movie', 'episode')",37
kt,kt.kind IN ('movie'),8
kt,"kt.kind IN ('movie', 'tv movie', 'video movie', 'video game')",3
kt,kt.kind IN ('tv series'),1
kt,"kt.kind IN ('tv series','episode')",1
t,t.production_year > 2000,26
t,t.production_year > 1990,10
t,t.production_year > 2005,12
t,t.production_year > 1950,2
