Table,Condition,Frequency
cn,cn.country_code = '[us]',47
cn,cn.country_code = '[nl]',2
cn,cn.country_code = '[jp]',1
k,k.keyword = 'computer-animation',8
k,k.keyword = 'marvel-cinematic-universe',4
k,k.keyword = 'character-name-in-title',21
k,k.keyword = 'sequel',17
n,n.name LIKE '%Z%',2
n,n.name LIKE '%K%',2
n,n.name LIKE '%Angel%',3
n,n.name LIKE '%A%',1
n,n.name LIKE 'B%',4
n,n.name LIKE 'A%',3
n,n.name LIKE '%C%',1
n,n.name LIKE '%L%',1
n,n.name LIKE '%M%',2
n,n.name LIKE 'C%',2
n,n.name LIKE '%Yo%',2
n,n.name LIKE '%D%',2
n,n.name LIKE '%I%',2
n,n.name LIKE '%G%',3
n,n.name LIKE 'L%',1
n,n.name LIKE '%Q%',2
n,n.name LIKE '%Downey%Robert%',3
n,n.name LIKE '%P%',1
n,n.name LIKE '%O%',2
n,n.name LIKE '%S%',3
n,n.name LIKE 'E%',1
n,n.name LIKE 'K%',1
n,n.name LIKE '%B%',1
n,n.name LIKE '%N%',1
n,n.name LIKE '%Y%',1
n,n.name LIKE '%W%',1
n,n.name LIKE '%F%',1
n,n.name LIKE 'D%',1
