Table,Condition,Frequency
cn,cn.country_code = '[us]',41
cn,cn.country_code = '[ru]',3
cn,cn.country_code = '[jp]',2
cn,cn.country_code = '[de]',2
cn,cn.country_code = '[nl]',2
ct,ct.kind = 'production companies',47
ct,ct.kind = 'distributors',3
it_miidx,it.info = 'votes',10
it_miidx,it.info = 'rating',38
it_miidx,it.info = 'bottom 10 rank',1
it_miidx,it.info = 'top 250 rank',1
it_mi,it.info = 'countries',13
it_mi,it.info = 'genres',10
it_mi,it.info = 'release dates',22
it_mi,it.info = 'budget',5
kt,kt.kind = 'movie',50
