Table,Condition,Frequency
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%2%'),1
mi,(mi.info LIKE '%-%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%b%' OR mi.info LIKE '%8%'),1
mi,(mi.info LIKE '%:%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%w%'),1
mi,(mi.info LIKE '%J%' OR mi.info LIKE '%1%'),1
mi,(mi.info LIKE '%R%' OR mi.info LIKE '%B%'),1
mi,(mi.info LIKE '%u%' OR mi.info LIKE '%c%'),1
mi,(mi.info LIKE '%x%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%s%'),2
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%M%' OR mi.info LIKE '%e%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%I%'),1
mi,(mi.info LIKE '%:%' OR mi.info LIKE '%3%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%Ã%'),1
mi,"(mi.info LIKE '%r%' OR mi.info LIKE '%,%')",1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%M%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%h%' OR mi.info LIKE '%d%'),1
mi,(mi.info LIKE '%-%' OR mi.info LIKE '%d%'),1
mi,(mi.info LIKE '%3%' OR mi.info LIKE '%.%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%9%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%N%' OR mi.info LIKE '%:%'),1
mi,(mi.info LIKE '%d%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%t%' OR mi.info LIKE '%t%'),1
mi,(mi.info LIKE '%P%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%:%' OR mi.info LIKE '%5%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%Y%'),1
mi,(mi.info LIKE '%h%' OR mi.info LIKE '%e%'),1
mi,(mi.info LIKE '%9%' OR mi.info LIKE '%m%'),1
mi,(mi.info LIKE '%m%' OR mi.info LIKE '%F%'),1
mi,(mi.info LIKE '%0%' OR mi.info LIKE '%-%'),1
mi,(mi.info LIKE '%4%' OR mi.info LIKE '%9%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%.%' OR mi.info LIKE '%r%'),1
mi,(mi.info LIKE '%:%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%5%' OR mi.info LIKE '%)%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%)%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%t%' OR mi.info LIKE '%e%'),1
mi,(mi.info LIKE '%B%' OR mi.info LIKE '%d%'),1
mi,(mi.info LIKE '%t%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%1%'),1
mi,(mi.info LIKE '%K%' OR mi.info LIKE '%U%'),1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Larry Johnson)', '(as Cyrille)', '(as Dorin Munier)', '(segment ""Frozen"")')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(play ""Conscience"")', '(as Raphaela)', '(locations) (2005)', '(as Oliver Alvarez)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Jay Reid)', '(as Yen Wei)', '(season 1 and 2)', '(as Ariyena Sorani)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Geof Burton)', '(as Mujeres)', '(debug staff)', '(as Andy Sipes)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(Murli''s dad)', '(as Alex) (as Aika)', '(as Nino Batista)', '(as Viktor SchefÃ©)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Ong Chi-Kit)', '(as John A. Hunt)', '(Sailor Moon)', '(as A. Krymov)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(Coyan)', '(as Brian Richards)', '(as Rufino Garcia)', '(co-producer: SFPC)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Stan Bogest)', '(as Dan Berendsen)', '(as Rick Marlowe)', '(stand-in: Japan)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Dr. Lee Kump)', '(as Steve Muffatti)', '(as Wally Rairdon)', '(as Geoffrey Erwin)')",1
ci,"ci.note IN ('(as Charles Tamburro)', '(as Tristen Smith)', '(as Ray Childe)', '(as Veronica P.)', '(as Anthonia)')",1
