Table,Condition,Frequency
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(200%)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(2007)%'),1
mc,(mc.note LIKE '%(VHS)%' OR mc.note LIKE '%(Japan)%'),3
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(France)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(presents)%'),1
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(worldwide)%'),2
mc,(mc.note LIKE '%(USA)%' OR mc.note LIKE '%(co-production)%'),1
mc,(mc.note LIKE '%(theatrical)%' OR mc.note LIKE '%(200%)%'),2
mc,(mc.note LIKE '%(Blu-ray)%' OR mc.note LIKE '%(USA)%'),1
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(presents)%'),2
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(co-production)%'),1
mc,(mc.note LIKE '%(Blu-ray)%' OR mc.note LIKE '%(co-production)%'),1
mc,(mc.note LIKE '%(France)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(theatrical)%'),2
mc,(mc.note LIKE '%(presents)%' OR mc.note LIKE '%(200%)%'),1
mc,(mc.note LIKE '%(worldwide)%' OR mc.note LIKE '%(200%)%'),2
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(worldwide)%'),1
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(theatrical)%'),1
mc,(mc.note LIKE '%(France)%' OR mc.note LIKE '%(200%)%'),1
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(Blu-ray)%'),2
mc,(mc.note LIKE '%(Japan)%' OR mc.note LIKE '%(USA)%'),2
mc,(mc.note LIKE '%(200%)%' OR mc.note LIKE '%(co-production)%'),1
mc,(mc.note LIKE '%(theatrical)%' OR mc.note LIKE '%(Blu-ray)%'),1
mc,(mc.note LIKE '%(2007)%' OR mc.note LIKE '%(2006)%'),2
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(Japan)%'),1
mc,(mc.note LIKE '%(2006)%' OR mc.note LIKE '%(France)%'),1
