Table,Condition,Frequency
cn,cn.country_code = '[hu]',1
cn,cn.country_code = '[us]',42
cn,cn.country_code = '[pl]',1
cn,cn.country_code = '[il]',1
cn,cn.country_code = '[ne]',1
cn,cn.country_code = '[ca]',1
cn,cn.country_code = '[dk]',1
cn,cn.country_code = '[br]',1
cn,cn.country_code = '[se]',1
k,k.keyword = 'hardcore',10
k,k.keyword = 'anal-sex',6
k,k.keyword = 'sex',17
k,k.keyword = 'female-nudity',5
k,k.keyword = 'nudity',9
k,k.keyword = 'oral-sex',3
n,n.name LIKE '%Holmes%',1
n,n.name LIKE '%Cort̩s%',1
n,n.name LIKE '%Fontana%',1
n,n.name LIKE '%Deen%',1
n,n.name LIKE '%Drake%',1
n,n.name LIKE '%East%',1
n,n.name LIKE '%Lawrence%',2
n,n.name LIKE '%Ashley%',1
n,n.name LIKE '%Bukkwyd%',1
n,n.name LIKE '%Mick%',2
n,n.name LIKE '%Patrick%',1
n,n.name LIKE '%Alain%',1
n,n.name LIKE '%Davis%',2
n,n.name LIKE '%Chris%',3
n,n.name LIKE '%Tony%',1
n,n.name LIKE '%T%',3
n,n.name LIKE '%Mark%',2
n,n.name LIKE '%Day%',1
n,n.name LIKE '%Jon%',2
n,n.name LIKE '%Dave%',2
n,n.name LIKE '%Gun%',2
n,n.name LIKE '%Collins%',1
n,n.name LIKE '%Joel%',1
n,n.name LIKE '%Daniel%',1
n,n.name LIKE '%Castel%',1
n,n.name LIKE '%Robby%',1
n,n.name LIKE '%Horner%',3
n,n.name LIKE '%Jeremy%',1
n,n.name LIKE '%Armstrong%',1
n,n.name LIKE '%Ferrara%',1
n,n.name LIKE '%Manuel%',1
n,n.name LIKE '%Edwards%',1
n,n.name LIKE '%Adams%',1
n,n.name LIKE '%Javier%',1
n,n.name LIKE '%Knight%',1
n,n.name LIKE '%Gunn%',1
n,n.name LIKE '%Jay%',1
