Table,Condition,Frequency
cn,cn.country_code = '[us]',49
cn,cn.country_code = '[jp]',1
it_mi,it.info = 'release dates',50
mc,mc.note LIKE '%(2006)%' AND mc.note LIKE '%(USA)%',3
mc,mc.note LIKE '%(worldwide)%' AND mc.note LIKE '%(200%)%',5
mc,mc.note LIKE '%(2007)%' AND mc.note LIKE '%(worldwide)%',5
mc,mc.note LIKE '%(2007)%' AND mc.note LIKE '%(200%)%',4
mc,mc.note LIKE '%(theatrical)%' AND mc.note LIKE '%(200%)%',2
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(2007)%',3
mc,mc.note LIKE '%(2007)%' AND mc.note LIKE '%(USA)%',2
mc,mc.note LIKE '%(2006)%' AND mc.note LIKE '%(worldwide)%',2
mc,mc.note LIKE '%(2006)%' AND mc.note LIKE '%(200%)%',1
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(200%)%',6
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(USA)%',6
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(theatrical)%',1
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(2007)%',2
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(Blu-ray)%',1
mc,mc.note LIKE '%(Japan)%' AND mc.note LIKE '%(200%)%',1
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(2006)%',2
mc,mc.note LIKE '%(USA)%' AND mc.note LIKE '%(2006)%',2
mc,mc.note LIKE '%(200%)%' AND mc.note LIKE '%(theatrical)%',1
mi,mi.note LIKE '%internet%' AND mi.info LIKE 'USA:%201%',6
mi,mi.note LIKE '%internet%' AND mi.info LIKE 'USA:%200%',15
mi,mi.note LIKE '%internet%' AND mi.info LIKE 'USA:%2008%',4
mi,mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%',24
mi,mi.note LIKE '%internet%' AND mi.info LIKE 'Japan:%2007%',1
t,t.production_year > 2005,15
t,t.production_year > 1950,4
t,t.production_year > 1990,17
t,t.production_year > 2000,13
t,t.production_year > 2010,1
