Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',50
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",18
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",6
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",10
mi,"mi.info IN ('USA', 'America')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",2
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",2
mi,"mi.info IN ('Germany', 'German')",2
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi,mi.info IN ('Bulgaria'),2
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",2
mi,"mi.info IN ('Horror', 'Thriller')",1
t,t.production_year > 2010,4
t,t.production_year > 2005,16
t,t.production_year > 2000,18
t,t.production_year > 1950,4
t,t.production_year > 1990,7
t,t.production_year > 2008,1
