Table,Condition,Frequency
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",25
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",22
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",2
ci,"ci.note IN ('(producer)', '(executive producer)')",1
cn,cn.name LIKE 'Twentieth Century Fox%',5
cn,cn.name LIKE 'Lionsgate%',11
cn,cn.name LIKE '%Warner%',16
cn,cn.name LIKE '20th Century Fox%',4
cn,cn.name LIKE '%Film%',14
it_mi,it.info = 'genres',15
it_mi,it.info = 'countries',35
it_miidx,it.info = 'votes',21
it_miidx,it.info = 'rating',29
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",3
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",8
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",3
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",10
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",3
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",2
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",11
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",4
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",4
k,"k.keyword IN ('murder', 'murder-in-title')",2
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",10
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",16
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",3
mi,"mi.info IN ('USA', 'America')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",4
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",8
mi,"mi.info IN ('Drama', 'Horror')",1
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi,"mi.info IN ('Germany', 'German')",1
n,n.gender = 'm',26
n,n.gender = 'f',24
