Table,Condition,Frequency
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",16
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",30
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",3
ci,"ci.note IN ('(producer)', '(executive producer)')",1
it_mi,it.info = 'genres',50
it_miidx,it.info = 'rating',32
it_miidx,it.info = 'votes',18
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",13
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",5
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",9
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",8
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",6
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",4
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",1
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",1
k,"k.keyword IN ('murder', 'murder-in-title')",2
mi,mi.info = 'Horror',50
n,n.gender = 'm',33
n,n.gender = 'f',17
