Table,Condition,Frequency
it_miidx,it.info = 'rating',16
it_miidx,it.info = 'votes distribution',6
it_miidx,it.info = 'votes',28
k,k.keyword LIKE '%female%',2
k,k.keyword LIKE '%s%',3
k,k.keyword LIKE '%d%',2
k,k.keyword LIKE '%nudity%',3
k,k.keyword LIKE '%title%',1
k,k.keyword LIKE '%n%',1
k,k.keyword LIKE '%novel%',3
k,k.keyword LIKE '%x%',2
k,k.keyword LIKE '%r%',5
k,k.keyword LIKE '%in%',2
k,k.keyword LIKE '%e%',5
k,k.keyword LIKE '%u%',2
k,k.keyword LIKE '%on%',2
k,k.keyword LIKE '%l%',1
k,k.keyword LIKE '%i%',2
k,k.keyword LIKE '%son%',1
k,k.keyword LIKE '%independent%',3
k,k.keyword LIKE '%h%',1
k,k.keyword LIKE '%c%',1
k,k.keyword LIKE '%based%',3
k,k.keyword LIKE '%p%',1
k,k.keyword LIKE '%a%',1
k,k.keyword LIKE '%j%',1
k,k.keyword LIKE '%fever%',1
k,k.keyword LIKE '%character%',1
mi_idx,mi_idx.info > '5.8',1
mi_idx,mi_idx.info > '7.2',1
mi_idx,mi_idx.info > '.000021101',1
mi_idx,mi_idx.info > '14',2
mi_idx,mi_idx.info > '4.8',1
mi_idx,mi_idx.info > '5.5',1
mi_idx,mi_idx.info > '7.1',2
mi_idx,mi_idx.info > '6',3
mi_idx,mi_idx.info > '..0111210.',1
mi_idx,mi_idx.info > '5',6
mi_idx,mi_idx.info > '8',1
mi_idx,mi_idx.info > '7.5',1
mi_idx,mi_idx.info > '7.0',1
mi_idx,mi_idx.info > '0011200100',1
mi_idx,mi_idx.info > '11',1
mi_idx,mi_idx.info > '6.6',1
mi_idx,mi_idx.info > '7',1
mi_idx,mi_idx.info > '...0.0.124',1
mi_idx,mi_idx.info > '23',1
mi_idx,mi_idx.info > '32',1
mi_idx,mi_idx.info > '5.1',2
mi_idx,mi_idx.info > '0..200220.',1
mi_idx,mi_idx.info > '0000012211',3
mi_idx,mi_idx.info > '5.3',2
mi_idx,mi_idx.info > '4.2',1
mi_idx,mi_idx.info > '6.4',1
mi_idx,mi_idx.info > '21',1
mi_idx,mi_idx.info > '7.4',1
mi_idx,mi_idx.info > '10',1
mi_idx,mi_idx.info > '0.0.222001',1
mi_idx,mi_idx.info > '5.9',1
mi_idx,mi_idx.info > '1....111.5',1
mi_idx,mi_idx.info > '4.7',1
mi_idx,mi_idx.info > '7.3',1
mi_idx,mi_idx.info > '6.0',1
mi_idx,mi_idx.info > '15',1
mi_idx,mi_idx.info > '6.8',1
t,t.production_year > 1979,4
t,t.production_year > 1969,1
t,t.production_year > 1978,3
t,t.production_year > 1980,2
t,t.production_year > 1976,3
t,t.production_year > 1972,3
t,t.production_year > 1988,1
t,t.production_year > 1990,5
t,t.production_year > 1967,4
t,t.production_year > 1982,2
t,t.production_year > 1986,2
t,t.production_year > 1968,2
t,t.production_year > 1964,2
t,t.production_year > 1991,2
t,t.production_year > 1984,2
t,t.production_year > 1983,3
t,t.production_year > 1985,1
t,t.production_year > 1962,1
t,t.production_year > 1981,3
t,t.production_year > 1989,3
t,t.production_year > 1992,1
