Table,Condition,Frequency
ct,ct.kind = 'distributors',35
ct,ct.kind = 'production companies',15
mc,mc.note LIKE '%2006%' AND mc.note LIKE '%2009%',1
mc,mc.note LIKE '%video%' AND mc.note LIKE '%1991%',1
mc,mc.note LIKE '%2012%' AND mc.note LIKE '%in%',1
mc,mc.note LIKE '%co%' AND mc.note LIKE '%t%',1
mc,mc.note LIKE '%in%' AND mc.note LIKE '%worldwide%',1
mc,mc.note LIKE '%in%' AND mc.note LIKE '%a%',1
mc,mc.note LIKE '%DVD%' AND mc.note LIKE '%A%',1
mc,mc.note LIKE '%p%' AND mc.note LIKE '%i%',1
mc,mc.note LIKE '%n%' AND mc.note LIKE '%USA%',1
mc,mc.note LIKE '%in%' AND mc.note LIKE '%2004%',1
mc,mc.note LIKE '%association%' AND mc.note LIKE '%USA%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%2008%',1
mc,mc.note LIKE '%co%' AND mc.note LIKE '%with%',1
mc,mc.note LIKE '%co%' AND mc.note LIKE '%USA%',1
mc,mc.note LIKE '%in%' AND mc.note LIKE '%p%',1
mc,mc.note LIKE '%TV%' AND mc.note LIKE '%association%',1
mc,mc.note LIKE '%DVD%' AND mc.note LIKE '%s%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%2009%',1
mc,mc.note LIKE '%TV%' AND mc.note LIKE '%USA%',3
mc,mc.note LIKE '%theatrical%' AND mc.note LIKE '%co%',1
mc,mc.note LIKE '%association%' AND mc.note LIKE '%a%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%media%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%TV%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%s%',1
mc,mc.note LIKE '%association%' AND mc.note LIKE '%2007%',1
mc,mc.note LIKE '%with%' AND mc.note LIKE '%TV%',3
mc,mc.note LIKE '%worldwide%' AND mc.note LIKE '%2011%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%association%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%2004%',1
mc,mc.note LIKE '%production%' AND mc.note LIKE '%TV%',1
mc,mc.note LIKE '%theatrical%' AND mc.note LIKE '%TV%',1
mc,mc.note LIKE '%a%' AND mc.note LIKE '%e%',1
mc,mc.note LIKE '%co%' AND mc.note LIKE '%of%',1
mc,mc.note LIKE '%worldwide%' AND mc.note LIKE '%a%',1
mc,mc.note LIKE '%DVD%' AND mc.note LIKE '%t%',1
mc,mc.note LIKE '%2012%' AND mc.note LIKE '%d%',1
mc,mc.note LIKE '%media%' AND mc.note LIKE '%USA%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%theatrical%',1
mc,mc.note LIKE '%2005%' AND mc.note LIKE '%i%',1
mc,mc.note LIKE '%production%' AND mc.note LIKE '%c%',1
mc,mc.note LIKE '%TV%' AND mc.note LIKE '%worldwide%',1
mc,mc.note LIKE '%theatrical%' AND mc.note LIKE '%in%',1
mc,mc.note LIKE '%with%' AND mc.note LIKE '%in%',1
mc,mc.note LIKE '%in%' AND mc.note LIKE '%TV%',1
mc,mc.note LIKE '%USA%' AND mc.note LIKE '%DVD%',1
mc,mc.note LIKE '%association%' AND mc.note LIKE '%r%',1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",10
mi,"mi.info IN ('Mono', 'USA', 'Color', 'PCS:Spherical', 'Short')",1
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",9
mi,"mi.info IN ('Color', 'English', 'Color', 'English', 'English')",1
mi,"mi.info IN ('PCS:Spherical', 'Comedy', 'UK', 'Documentary', 'UK')",1
mi,"mi.info IN ('Short', 'Short', 'Short', 'Short', 'Short')",1
mi,"mi.info IN ('English', 'English', 'English', 'English', 'English')",3
mi,"mi.info IN ('Short', 'Short', 'Color', 'Short', 'English')",1
mi,"mi.info IN ('Color', 'USA', 'Color', 'OFM:35 mm', 'Color')",1
mi,"mi.info IN ('English', 'France', 'English', 'USA', 'USA')",1
mi,"mi.info IN ('English', 'Color', 'English', 'Color', 'Color')",1
mi,"mi.info IN ('USA', 'English', 'Drama', 'USA', 'PFM:35 mm')",1
mi,"mi.info IN ('Mono', 'Color', 'RAT:1.33 : 1', 'English', 'Black and White')",1
mi,"mi.info IN ('English', 'English', 'English', 'English', 'Color')",1
mi,"mi.info IN ('Color', 'Color', 'USA', 'Short', 'Color')",1
mi,"mi.info IN ('Color', 'USA', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('English', 'USA', 'English', 'English', 'USA')",1
mi,"mi.info IN ('USA', 'English', 'Color', 'Color', 'USA')",1
mi,"mi.info IN ('PFM:35 mm', 'Color', 'Color', 'PCS:Spherical', 'USA')",1
mi,"mi.info IN ('USA', 'English', 'Color', 'USA', 'English')",1
mi,"mi.info IN ('Color', 'USA', 'Black and White', 'Color', 'OFM:35 mm')",1
mi,"mi.info IN ('Documentary', 'Documentary', 'PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical')",1
mi,"mi.info IN ('PFM:35 mm', 'Drama', 'Documentary', 'Color', 'USA')",1
mi,"mi.info IN ('OFM:35 mm', 'Color', 'USA', 'Short', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('English', 'Color', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('USA', 'Color', 'OFM:35 mm', '-', 'Silent')",1
mi,"mi.info IN ('Documentary', 'UK', 'Comedy', 'Silent', 'Comedy')",1
mi,"mi.info IN ('English', 'France', 'USA', 'English', 'USA')",1
mi,"mi.info IN ('Silent', 'Silent', 'Documentary', 'UK', 'UK')",1
mi,"mi.info IN ('Color', 'English', 'English', 'English', 'English')",1
mi,"mi.info IN ('Color', 'Color', 'Mono', 'USA', 'Drama')",1
t,t.production_year > 1907,1
t,t.production_year > 1955,1
t,t.production_year > 1991,1
t,t.production_year > 2012,3
t,t.production_year > 1978,1
t,t.production_year > 1985,1
t,t.production_year > 2009,2
t,t.production_year > 2001,4
t,t.production_year > 1998,2
t,t.production_year > 2002,1
t,t.production_year > 2007,1
t,t.production_year > 2010,3
t,t.production_year > 1919,2
t,t.production_year > 1997,2
t,t.production_year > 2015,1
t,t.production_year > 1993,1
t,t.production_year > 2005,3
t,t.production_year > 1950,1
t,t.production_year > 1995,3
t,t.production_year > 1973,1
t,t.production_year > 1979,1
t,t.production_year > 1954,1
t,t.production_year > 1984,1
t,t.production_year > 1986,1
t,t.production_year > 1975,1
t,t.production_year > 2000,2
t,t.production_year > 2004,1
t,t.production_year > 1962,2
t,t.production_year > 2003,1
t,t.production_year > 1976,1
t,t.production_year > 1969,1
t,t.production_year > 1911,1
t,t.production_year > 2006,1
