Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',400
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",118
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",49
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",12
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",38
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",50
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",27
mi,"mi.info IN ('Horror', 'Thriller')",25
mi,"mi.info IN ('Germany', 'German')",11
mi,"mi.info IN ('Drama', 'Horror')",13
mi,mi.info IN ('Bulgaria'),15
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",28
mi,"mi.info IN ('USA', 'America')",14
t,t.production_year > 2005,79
t,t.production_year > 2010,84
t,t.production_year > 2008,11
t,t.production_year > 1990,49
t,t.production_year > 2000,129
t,t.production_year > 2014,15
t,t.production_year > 1950,25
t,t.production_year > 2009,8
