Table,Condition,Frequency
it_mi,it.info = 'genres',26
it_mi,it.info = 'countries',23
it_mi,it.info = 'release dates',1
it_miidx,it.info = 'votes',34
it_miidx,it.info = 'rating',13
it_miidx,it.info = 'votes distribution',3
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",9
k,"k.keyword IN ('female-nudity', 'independent-film', 'independent-film', 'female-nudity', 'independent-film')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'independent-film', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('male-nudity', 'based-on-novel', 'number-in-title', 'number-in-title', 'love')",1
k,"k.keyword IN ('non-fiction', 'homosexual', 'based-on-novel', 'murder', 'non-fiction')",1
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",11
k,"k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')",6
k,"k.keyword IN ('female-nudity', 'independent-film', 'independent-film', 'independent-film', 'female-nudity')",1
k,"k.keyword IN ('love', 'love', 'nudity', 'oral-sex', 'love')",1
k,"k.keyword IN ('non-fiction', 'non-fiction', 'murder', 'oral-sex', 'based-on-novel')",1
k,"k.keyword IN ('independent-film', 'female-nudity', 'independent-film', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('nudity', 'murder', 'oral-sex', 'non-fiction', 'oral-sex')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'number-in-title', 'homosexual')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'female-nudity', 'independent-film')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'independent-film')",1
k,"k.keyword IN ('female-nudity', 'independent-film', 'female-nudity', 'independent-film', 'female-nudity')",1
k,"k.keyword IN ('homosexual', 'non-fiction', 'anal-sex', 'anal-sex', 'number-in-title')",1
k,"k.keyword IN ('love', 'non-fiction', 'murder', 'homosexual', 'non-fiction')",1
k,"k.keyword IN ('homosexual', 'male-nudity', 'based-on-novel', 'murder', 'homosexual')",1
k,"k.keyword IN ('love', 'nudity', 'anal-sex', 'number-in-title', 'non-fiction')",1
