Table,Condition,Frequency
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%Germany%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%DVD%'),2
mc,(mc.note LIKE '%Germany%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%1962%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%c%' OR mc.note LIKE '%Mukta%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1958%'),1
mc,(mc.note LIKE '%2006%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%2010%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%1966%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%2003%' OR mc.note LIKE '%production%'),1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%2012%'),1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%USA%'),2
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%DVD%'),2
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%1940%'),1
mc,(mc.note LIKE '%2%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%1965%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%1964%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%S%'),1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%with%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%worldwide%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%1913%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%2012%' OR mc.note LIKE '%worldwide%'),1
mc,(mc.note LIKE '%2008%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%1996%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%2012%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%p%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%production%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%1914%'),1
mc,(mc.note LIKE '%episodes%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%association%' OR mc.note LIKE '%association%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1999%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%media%'),1
mc,(mc.note LIKE '%1955%' OR mc.note LIKE '%theatrical%'),1
mc,(mc.note LIKE '%marketed%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%UK%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%v%' OR mc.note LIKE '%production%'),1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%Hungary%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%association%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%deeply%'),1
mi,(mi.info LIKE '%overreact%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%anchor%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%where%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%Thailand%'),1
mi,(mi.info LIKE '%by%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%OFM%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%lunch%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%Yeah%'),1
mi,(mi.info LIKE '%moonshine%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%E%' OR mi.info LIKE '%Congressional%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%1%'),1
mi,(mi.info LIKE '%U%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%i%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%death%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%S%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%E%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%stem%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%A%'),3
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%loose%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%1%'),1
mi,(mi.info LIKE '%the%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%Black%' OR mi.info LIKE '%i%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%h%'),2
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%Spherical%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%33%' OR mi.info LIKE '%i%'),1
mi,(mi.info LIKE '%PFM%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%and%' OR mi.info LIKE '%i%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%c%'),1
mi,(mi.info LIKE '%Browning%' OR mi.info LIKE '%g%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%o%'),1
ci,"ci.note IN ('(uncredited)', '(credit only)', '(executive producer)', '(executive producer)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(voice)', '(uncredited)', '(uncredited)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",7
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(uncredited)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(producer)', '(uncredited)', '(producer)', '(uncredited)')",1
ci,"ci.note IN ('(head writer)', '(executive producer)', '(executive producer)', '(voice)', '(executive producer)')",1
ci,"ci.note IN ('(co-executive producer)', '(script supervisor)', '(voice)', '(co-producer)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(producer)', '(uncredited)', '(uncredited)', '(uncredited)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(executive producer)', '(executive producer)', '(uncredited)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(head writer)')",1
ci,"ci.note IN ('(voice)', '(writer)', '(voice)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(uncredited)', '(associate producer)', '(written by)', '(writer)', '(associate producer)')",1
