Table,Condition,Frequency
ci,"ci.note IN ('(writer)', '(writer)', '(writer)', '(writer)', '(writer)')",2
ci,"ci.note IN ('(credit only)', '(voice: English version)', '(voice: English version)', '(associate producer)', '(archive footage)')",1
ci,"ci.note IN ('(producer)', '(executive producer)', '(production assistant)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(production assistant)', '(executive producer)', '(producer)', '(production assistant)', '(producer)')",1
ci,"ci.note IN ('(written by)', '(written by)', '(creator)', '(creator)', '(written by)')",1
ci,"ci.note IN ('(location manager)', '(production coordinator)', '(written by)', '(screenplay)', '(archive footage)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",4
ci,"ci.note IN ('(producer)', '(producer)', '(executive producer)', '(executive producer)', '(production assistant)')",1
ci,"ci.note IN ('(co-producer)', '(production assistant)', '(co-executive producer)', '(story)', '(co-executive producer)')",1
ci,"ci.note IN ('(associate producer)', '(associate producer)', '(writer)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(executive producer)', '(producer)', '(producer)', '(producer)', '(executive producer)')",1
ci,"ci.note IN ('(creator)', '(executive producer)', '(producer)', '(production coordinator)', '(production coordinator)')",1
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(producer)', '(producer)')",4
ci,"ci.note IN ('(location manager)', '(craft service: Los Angeles)', '(assistant: Mr. Johnson & Mr. Kosove)', '(the dog)', '(location manager: additional unit)')",1
ci,"ci.note IN ('(creator)', '(archive footage)', '(creator)', '(archive footage)', '(archive footage)')",1
ci,"ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')",2
ci,"ci.note IN ('(producer)', '(creator)', '(executive producer)', '(co-producer)', '(production assistant)')",1
ci,"ci.note IN ('(co-producer)', '(script supervisor)', '(creator)', '(archive footage)', '(production coordinator)')",1
ci,"ci.note IN ('(location manager)', '(creator)', '(location manager)', '(creator)', '(written by)')",1
ci,"ci.note IN ('(writer)', '(voice)', '(voice)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",6
ci,"ci.note IN ('(written by)', '(production assistant)', '(producer)', '(production assistant)', '(associate producer)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')",2
ci,"ci.note IN ('(uncredited)', '(executive producer)', '(uncredited)', '(voice)', '(executive producer)')",1
ci,"ci.note IN ('(uncredited)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(uncredited)', '(voice)', '(executive producer)', '(executive producer)', '(voice)')",1
ci,"ci.note IN ('(credit only)', '(voice: English version)', '(voice: English version)', '(co-executive producer)', '(credit only)')",1
ci,"ci.note IN ('(script supervisor)', '(co-producer)', '(creator)', '(production coordinator)', '(co-producer)')",1
ci,"ci.note IN ('(uncredited)', '(executive producer)', '(executive producer)', '(producer)', '(voice)')",1
ci,"ci.note IN ('(credit only)', '(credit only)', '(credit only)', '(associate producer)', '(associate producer)')",1
ci,"ci.note IN ('(screenplay)', '(archive footage)', '(screenplay)', '(co-producer)', '(co-executive producer)')",1
ci,"ci.note IN ('(executive producer)', '(producer)', '(producer)', '(production assistant)', '(executive producer)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(writer)', '(writer)')",1
ci,"ci.note IN ('(associate producer)', '(writer)', '(associate producer)', '(associate producer)', '(associate producer)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(voice)', '(uncredited)', '(production assistant)')",1
ci,"ci.note IN ('(associate producer)', '(associate producer)', '(writer)', '(writer)', '(associate producer)')",1
it_mi,it.info = 'countries',23
it_mi,it.info = 'genres',27
it_miidx,it.info = 'bottom 10 rank',5
it_miidx,it.info = 'top 250 rank',7
it_miidx,it.info = 'rating',11
it_miidx,it.info = 'votes',16
it_miidx,it.info = 'votes distribution',11
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",12
k,"k.keyword IN ('father-daughter-relationship', 'police', 'blood', 'father-son-relationship', 'dog')",1
k,"k.keyword IN ('surrealism', 'sequel', 'father-son-relationship', 'based-on-play', 'number-in-title')",1
k,"k.keyword IN ('skier', 'netherlands', 'sitting-on-a-porch', 'pommel', 'reference-to-erwin-rommel')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'female-nudity', 'murder')",1
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",7
k,"k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'based-on-novel', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('police', 'father-daughter-relationship', 'non-fiction', 'bare-chested-male', 'dog')",1
k,"k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'murder', 'female-nudity')",1
k,"k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'independent-film', 'independent-film', 'based-on-novel')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'independent-film', 'independent-film')",1
k,"k.keyword IN ('family-relationships', 'dog', 'husband-wife-relationship', 'blood', 'father-daughter-relationship')",1
k,"k.keyword IN ('father-daughter-relationship', 'death', 'friendship', 'police', 'violence')",1
k,"k.keyword IN ('death', 'father-son-relationship', 'tv-mini-series', 'male-nudity', 'number-in-title')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'murder', 'murder')",1
k,"k.keyword IN ('bare-chested-male', 'friendship', 'father-son-relationship', 'sequel', 'revenge')",1
k,"k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('murder', 'murder', 'murder', 'female-nudity', 'murder')",2
k,"k.keyword IN ('murder', 'female-nudity', 'murder', 'murder', 'female-nudity')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'female-nudity', 'murder')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'murder')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('love', 'love', 'revenge', 'dog', 'bare-breasts')",1
k,"k.keyword IN ('jumping-into-a-fire', 'friendship-gone-bad', 'saltare-in-banco', 'boxing-lesson', 'retired-teacher')",1
k,"k.keyword IN ('ghidora', 'world-of-vampires', 'hotel-management', 'year-2003', 'breaking-a-plate')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'based-on-novel', 'independent-film')",1
k,"k.keyword IN ('based-on-play', 'police', 'sequel', 'anal-sex', 'oral-sex')",1
k,"k.keyword IN ('dog', 'revenge', 'surrealism', 'father-son-relationship', 'sequel')",1
mi,mi.info = 'USA',21
mi,mi.info = 'Drama',8
mi,mi.info = 'Short',12
mi,mi.info = 'Comedy',5
mi,mi.info = 'UK',2
mi,mi.info = 'Romance',1
mi,mi.info = 'Documentary',1
n,n.gender = 'm',26
n,n.gender = 'f',24
