Table,Condition,Frequency
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',3
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',5
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',12
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[us]',3
cn,(cn.name LIKE 'Twentieth Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',4
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Lionsgate%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',5
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%Film%' OR cn.name LIKE 'Twentieth Century Fox%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[pl]',2
cn,(cn.name LIKE 'Lionsgate%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[pl]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '20th Century Fox%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '20th Century Fox%' OR cn.name LIKE '%Film%') AND cn.country_code != '[pl]',1
ct,ct.kind = 'production companies',50
k,k.keyword = 'sequel',10
k,k.keyword = 'character-name-in-title',40
lt,lt.link LIKE '%follow%',46
lt,lt.link LIKE '%follows%',4
t,t.production_year > 2000 AND t.production_year < 2010,15
t,t.production_year > 2005 AND t.production_year < 2008,1
t,t.production_year > 1990 AND t.production_year < 1995,2
t,t.production_year > 2000 AND t.production_year < 2005,3
t,t.production_year > 1990 AND t.production_year < 2008,3
t,t.production_year > 2000 AND t.production_year < 2007,2
t,t.production_year > 1990 AND t.production_year < 2010,7
t,t.production_year > 2000 AND t.production_year < 2008,4
t,t.production_year > 1990 AND t.production_year < 2000,1
t,t.production_year > 1950 AND t.production_year < 1995,2
t,t.production_year > 2005 AND t.production_year < 2010,3
t,t.production_year > 2005 AND t.production_year < 2015,3
t,t.production_year > 1950 AND t.production_year < 2014,1
t,t.production_year > 1990 AND t.production_year < 2005,1
t,t.production_year > 2005 AND t.production_year < 2007,1
t,t.production_year > 1950 AND t.production_year < 2007,1
