Table,Condition,Frequency
k,k.keyword LIKE '%sequel%',50
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('USA', 'America')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",15
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",7
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",4
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",4
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",5
mi,mi.info IN ('Bulgaria'),2
mi,"mi.info IN ('Germany', 'German')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",2
t,t.production_year > 2000,22
t,t.production_year > 2009,2
t,t.production_year > 2010,11
t,t.production_year > 2005,6
t,t.production_year > 2008,4
t,t.production_year > 2014,1
t,t.production_year > 1950,1
t,t.production_year > 1990,3
