Table,Condition,Frequency
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%v%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%c%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%m%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%.%' OR cn.name LIKE '%.%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%j%' OR cn.name LIKE '%r%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%n%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%p%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%P%') AND cn.country_code != '[ca]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%p%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%o%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',2
cn,(cn.name LIKE '%G%' OR cn.name LIKE '%u%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%I%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%l%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%i%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%¡%' OR cn.name LIKE '%e%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%G%' OR cn.name LIKE '%l%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%n%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%l%' OR cn.name LIKE '%i%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%d%' OR cn.name LIKE '%e%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%S%' OR cn.name LIKE '%n%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%U%' OR cn.name LIKE '%v%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%d%' OR cn.name LIKE '%n%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%e%') AND cn.country_code != '[mx]',2
cn,(cn.name LIKE '%t%' OR cn.name LIKE '%d%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%o%' OR cn.name LIKE '%i%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%r%' OR cn.name LIKE '%t%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%l%') AND cn.country_code != '[mx]',2
cn,(cn.name LIKE '%c%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%d%') AND cn.country_code != '[mx]',3
cn,(cn.name LIKE '%l%' OR cn.name LIKE '%g%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%l%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%n%' OR cn.name LIKE '%m%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%F%' OR cn.name LIKE '%o%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%t%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%g%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%a%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%n%' OR cn.name LIKE '%t%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%Ã%' OR cn.name LIKE '%f%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%D%') AND cn.country_code != '[it]',1
cn,(cn.name LIKE '%u%' OR cn.name LIKE '%x%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%a%') AND cn.country_code != '[it]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%a%') AND cn.country_code != '[au]',1
cn,(cn.name LIKE '%o%' OR cn.name LIKE '%m%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%r%' OR cn.name LIKE '%l%') AND cn.country_code != '[mx]',1
ct,ct.kind = 'production companies',49
ct,ct.kind = 'distributors',1
k,k.keyword = 'knife',3
k,k.keyword = 'plastic-surgery',3
k,k.keyword = 'new-year''s-eve',1
k,k.keyword = 'sword-and-sorcery',1
k,k.keyword = 'gas',2
k,k.keyword = 'punched-in-the-face',2
k,k.keyword = 'pain',2
k,k.keyword = 'one-word-title',3
k,k.keyword = 'male-nudity',2
k,k.keyword = 'reading',1
k,k.keyword = 'husband-wife-relationship',3
k,k.keyword = 'grandfather-granddaughter-relationship',1
k,k.keyword = 'falling-from-height',2
k,k.keyword = 'trust',1
k,k.keyword = 'pay-phone',4
k,k.keyword = 'padlock',1
k,k.keyword = 'attempted-murder',1
k,k.keyword = 'stabbing',1
k,k.keyword = 'dying',1
k,k.keyword = 'bandit',1
k,k.keyword = 'kiss',3
k,k.keyword = 'vera-cruz-mexico',1
k,k.keyword = 'face-mask',1
k,k.keyword = 'urination',2
k,k.keyword = 'old-man',1
k,k.keyword = 'rooftop',1
k,k.keyword = 'commedia-all''italiana',2
k,k.keyword = 'statue',1
k,k.keyword = 'single-parent',1
k,k.keyword = 'cult-film',1
mi,"mi.info IN ('USA:R', 'UK:9 September 1936', 'USA:June 1986', 'USA:22 July 1912', 'Russia:1991')",1
mi,"mi.info IN ('PFM:35 mm', 'Let''s Go On a Trip!', 'Sweden:March 2002', 'UK:26 October 1990', 'SEK 1,500')",1
mi,"mi.info IN ('Australia:M', 'France:August 2010', 'USA:10 April 2002', 'DKK 100,000', 'UK:19 March 1913')",1
mi,"mi.info IN ('Animation', 'MET:2178 m', 'USA:October 1980', 'Canada:126', 'USA:20 October 1983')",1
mi,"mi.info IN ('English', 'Japan:27 June 2002', 'MET:50.3 m', 'USA:8 May 1968', 'Italy:9 July 1906')",1
mi,"mi.info IN ('USA:R', '12584', 'UK:4 September 1962', 'UK:11 April 2010', 'USA:13 January 1983')",1
mi,"mi.info IN ('PCS:Spherical', 'England soon?', 'UK:2 May 1967', '- 2011', 'Chile:6 July 2003')",1
mi,"mi.info IN ('Drama', 'Spain:3 June 1954', 'GRD 750,000', 'USA:18 June 1956', 'Poland:9 March 2007')",1
mi,"mi.info IN ('Portugal:February 1994', 'USA:13 April 1994', 'USA:20 January 1999', 'Spain:27 April 1986', 'MET:251.45 m')",1
mi,"mi.info IN ('Canada:18A', 'UK:10 February 2010', 'USA:1975', 'USA:24 April 1909', 'Portugal:102')",1
mi,"mi.info IN ('Spain:5 November 1993', 'UK:19 February 2007', 'MET:1817.2 m', 'UK:6 December 2008', 'UK:March 2004')",1
