Table,Condition,Frequency
it_mi,it.info = 'color info',5
it_mi,it.info = 'tech info',9
it_mi,it.info = 'genres',3
it_mi,it.info = 'certificates',22
it_mi,it.info = 'sound mix',4
it_mi,it.info = 'book',1
it_mi,it.info = 'locations',1
it_mi,it.info = 'release dates',5
it_miidx,it.info = 'votes',18
it_miidx,it.info = 'rating',11
it_miidx,it.info = 'votes distribution',21
k,"k.keyword IN ('jewish', 'bpd', 'nuclear-war', 'alias', 'npr')",1
k,"k.keyword IN ('thunder', 'peigan-tribe', 'pound-cake', 'bagpipes', 'street-kids')",1
k,"k.keyword IN ('supernatural-power', 'mounted-fish', 'missing-earring', 'el-mariachi', 'island')",1
k,"k.keyword IN ('death-of-hero', 'antibody', 'bust', 'naked-dead-man', 'song-in-title')",1
k,"k.keyword IN ('island', 'bleach', 'roll', 'christian-community', 'death-of-comrade')",1
k,"k.keyword IN ('female-removes-her-dress', 'buried-in-well', 'jumping-off-a-roof', 'salinity', 'wish-fulfillment')",1
k,"k.keyword IN ('island', 'trouble', 'french-guiana', 'window-restoration', 'blood-on-screen')",1
k,"k.keyword IN ('part-computer-animation', 'chest-pain', 'suffering', 'unhealthy', 'pearls')",1
k,"k.keyword IN ('part-computer-animation', 'color-pencil', 'biting-one''s-tongue', 'holden', 'goth-kid')",1
k,"k.keyword IN ('flashback', 'chained-to-wall', 'heidegger', 'hotel-lounge', 'bicorne')",1
k,"k.keyword IN ('female-full-frontal-nudity', 'kool-keith', 'jackson-heights', 'korean-man', 'datebook')",1
k,"k.keyword IN ('murder', 'bank-president', 'parent-visiting', 'banned-book', 'ceramic-knife')",1
k,"k.keyword IN ('island', 'nazi-trial', 'biometric', 'butts', 'square-dance')",1
k,"k.keyword IN ('military-training', 'screen-test', 'parish', 'gerald-ford', 'pet-dog')",1
k,"k.keyword IN ('main-character-shot', 'crosshair', 'traffic-helicopter', 'festivities', 'singing-on-bus')",1
k,"k.keyword IN ('main-character-shot', 'dynamite-fishing', 'home-wrecking', 'glowing-eye', 'football-hero')",1
k,"k.keyword IN ('hood', 'beirut-lebanon', 'depressed-woman', 'european-history', 'railroad-payroll')",1
k,"k.keyword IN ('hanging', 'ruby', 'mass-killing', 'year-1939', 'sense-of-sound')",1
k,"k.keyword IN ('speech', 'new-harmony-indiana', 'tahitian-costume', 'polar-explorer', 'medicine-cabinet')",1
k,"k.keyword IN ('bicycle', 'great-wall-of-china', 'turtle', 'mallet', 'exploding-train')",1
k,"k.keyword IN ('groupie', 'cryonics', 'baby', 'algae', 'safe-room')",1
